"","season","first_cycling_team_id","team_name","uci_division_name"
"933",2024,39695,"Denver Disruptors","Women's World Tour"
"934",2024,40574,"Duolar - Chevalmeire","Women's World Tour"
"935",2024,40830,"Entente Cycliste Thaonnaise","Women's World Tour"
"936",2024,40851,"Eurinvest by Albi Vélo Sport","Women's World Tour"
"937",2024,40668,"GS Gauss","Women's World Tour"
"938",2024,40832,"Hexagone-Corbas Lyon Métropole Féminin","Women's World Tour"
"939",2024,40311,"KDM-Pack Cycling Team","Women's World Tour"
"940",2024,40860,"Ladies CT Hoz-Beveren","Women's World Tour"
"941",2024,40249,"Ladynamips La Roche Vendée Cyclisme","Women's World Tour"
"942",2024,40224,"Lanester Women Morbihan","Women's World Tour"
"943",2024,40369,"Lyon Sprint Evolution Féminin","Women's World Tour"
"944",2024,40309,"Massi Tactic Women","Women's World Tour"
"945",2024,39692,"Miami Nights","Women's World Tour"
"946",2024,40655,"Primeau Vélo Racing","Women's World Tour"
"947",2024,40954,"Restore Cycling Team","Women's World Tour"
"948",2024,40381,"RRK Group-Pierre Baguette","Women's World Tour"
"949",2024,40850,"Team Avesnois","Women's World Tour"
"950",2024,40828,"Team Centre-Val de Loire Féminin","Women's World Tour"
"951",2024,40248,"Team ELLES-Groupama-Pays de la Loire","Women's World Tour"
"952",2024,40660,"Team Embrace The World Cycling","Women's World Tour"
"953",2024,40826,"Team Féminin Chambéry","Women's World Tour"
"954",2024,40823,"Team Praz-sur-Arly - Haute Savoie","Women's World Tour"
"955",2024,39735,"Team Vern 35 Féminin","Women's World Tour"
"956",2024,40654,"TKK Pacific Nestlé Fitness","Women's World Tour"
"957",2024,40829,"UVCA Troyes Féminin","Women's World Tour"
"958",2024,40831,"VC Morteau-Montbenoît Féminin","Women's World Tour"
"959",2024,40834,"VCESQY Team Voussert","Women's World Tour"
"960",2024,40824,"Vélo Club Métropolitain-Urbanbike Montpellier","Women's World Tour"
"961",2024,40657,"Watersley R&amp;D Road Team","Women's World Tour"
"962",2024,40659,"WV Schijndel","Women's World Tour"
"963",2024,32780,"AG Insurance-Soudal Team","Women's Conti"
"964",2024,23746,"CANYON//SRAM Racing","Women's Conti"
"965",2024,28936,"Ceratizit-WNT Pro Cycling","Women's Conti"
"966",2024,31782,"FDJ-SUEZ","Women's Conti"
"967",2024,32808,"Fenix-Deceuninck","Women's Conti"
"968",2024,32933,"Human Powered Health","Women's Conti"
"969",2024,27997,"Lidl-Trek","Women's Conti"
"970",2024,32300,"Liv AlUla Jayco","Women's Conti"
"971",2024,27292,"Movistar Team","Women's Conti"
"972",2024,33161,"Roland","Women's Conti"
"973",2024,21879,"Team dsm-firmenich PostNL","Women's Conti"
"974",2024,22013,"Team SD Worx-Protime","Women's Conti"
"975",2024,27897,"Team Visma | Lease a Bike","Women's Conti"
"976",2024,33077,"UAE Team ADQ","Women's Conti"
"977",2024,27558,"Uno-X Mobility","Women's Conti"
"978",2024,39855,"A.C.Bisontine U19","Women's Other"
"979",2024,39865,"A.C.Lanester 56 Junior","Women's Other"
"980",2024,39866,"A.S.Villemur U19","Women's Other"
"981",2024,39867,"AA Drink Young Lions","Women's Other"
"982",2024,39868,"ABTF Betão - Bairrada","Women's Other"
"983",2024,39870,"AC Cusset U19","Women's Other"
"984",2024,39871,"AC Pays de Baud Junior","Women's Other"
"985",2024,39872,"Academia de Ciclismo de Viseu","Women's Other"
"986",2024,39873,"Academia Efapel de Ciclismo","Women's Other"
"987",2024,40470,"Academy Région Sud pb Giant","Women's Other"
"988",2024,39874,"ACD Milharado - Sobralcar - Mafra U19","Women's Other"
"989",2024,39558,"Acrog-Tormans BC U19","Women's Other"
"990",2024,39875,"ACV Aurillacois","Women's Other"
"991",2024,41127,"Adelaide MBC Jr.","Women's Other"
"992",2024,39876,"Adria Mobil U19","Women's Other"
"993",2024,39877,"Aizenay Velo Sports","Women's Other"
"994",2024,39878,"Alcobaça CC - Crédito Agricola","Women's Other"
"995",2024,39879,"Alfasun Cycling Team Juniors","Women's Other"
"996",2024,39583,"Alimco-Campagnolo","Women's Other"
"997",2024,39880,"Alks Stal Grudziadz","Women's Other"
"998",2024,39881,"Almodovar - Formacao Team Scav","Women's Other"
"999",2024,41115,"Alpine CC Jr","Women's Other"
"1000",2024,39882,"Aluminios Cortizo Jr","Women's Other"
"1001",2024,41192,"Amino Vital Junior","Women's Other"
"1002",2024,39883,"Aminur Consulting-AEL-Ikascola","Women's Other"
"1003",2024,39884,"Ampo-Ikolan Sports","Women's Other"
"1004",2024,39885,"Andoaingo TX. Eskola","Women's Other"
"1005",2024,40732,"Anexo Group Race Team","Women's Other"
"1006",2024,39887,"Antwerp Cycling Team Kontich U19","Women's Other"
"1007",2024,39888,"Aranako Ford Garaje Moderno","Women's Other"
"1008",2024,39889,"Argenteuil Val de Seine Cyclisme 95 U19","Women's Other"
"1009",2024,39890,"ASC Monsters Indonesia","Women's Other"
"1010",2024,39891,"ASD G.S. Guadense","Women's Other"
"1011",2024,39892,"ASD Scuola Ciclismo","Women's Other"
"1012",2024,39893,"Asesores de Navarra","Women's Other"
"1013",2024,39894,"Asfra Racing Team","Women's Other"
"1014",2024,39895,"Asker CK Junior","Women's Other"
"1015",2024,38798,"Aspiratori Otelli","Women's Other"
"1016",2024,39896,"Audax Fiormonti","Women's Other"
"1017",2024,39897,"Augar-Laguntasuna","Women's Other"
"1018",2024,41129,"AUS-Junior","Women's Other"
"1019",2024,39898,"Autovivo Grup","Women's Other"
"1020",2024,39518,"Autozai Contri Team","Women's Other"
"1021",2024,40971,"Ayuso Team UAE","Women's Other"
"1022",2024,41128,"Ballarat Sebastapol CC Jr.","Women's Other"
"1023",2024,39899,"Balmoral C.C U19","Women's Other"
"1024",2024,40296,"Baqué Cycling Team U19","Women's Other"
"1025",2024,39576,"Bathco Cycling Team","Women's Other"
"1026",2024,39900,"BCC Race Team Juniors","Women's Other"
"1027",2024,39901,"Beaupréau V.S. Junior","Women's Other"
"1028",2024,39902,"Bellota-Goierri","Women's Other"
"1029",2024,39903,"Bergen CK Junior","Women's Other"
"1030",2024,39904,"Besa-Laboral Kutxa","Women's Other"
"1031",2024,39905,"Beziers Mediterranee Cyclisme U19","Women's Other"
"1032",2024,39906,"BL-Embrace The World Cycling U19","Women's Other"
"1033",2024,39907,"Bonillo Team","Women's Other"
"1034",2024,39908,"Boras Lewart Team Lubartow","Women's Other"
"1035",2024,39629,"Borgo Molino Vigna Fiorita","Women's Other"
"1036",2024,39909,"Bourg-en-Bresse Ain Cyclisme U19","Women's Other"
"1037",2024,39567,"Brain² Olympia Tienen","Women's Other"
"1038",2024,39911,"Brunswick C.C. Jr","Women's Other"
"1039",2024,41120,"Bundaberg Cycling Club Jr","Women's Other"
"1040",2024,39912,"Bäckstedt Bike Performance JRT","Women's Other"
"1041",2024,39913,"C. S. Marítimo  Barreirinha Bar Café","Women's Other"
"1042",2024,39914,"C.C.Cambre","Women's Other"
"1043",2024,39915,"C.s. Libertas Scorze","Women's Other"
"1044",2024,39916,"C.T Keukens Buysse Knesselaere","Women's Other"
"1045",2024,39917,"C.T.Aterdaul","Women's Other"
"1046",2024,39918,"C.T.Houtland-Westkust U19","Women's Other"
"1047",2024,39919,"C.Z K.K.S Kolejarz-Jura","Women's Other"
"1048",2024,39920,"Cafe Dromedario-Flotamet","Women's Other"
"1049",2024,39921,"Caldas Ecosprint - Nutea","Women's Other"
"1050",2024,39922,"Camargo - Beko","Women's Other"
"1051",2024,40504,"Campana Imballaggi Geo&amp;Tex Trentino U19","Women's Other"
"1052",2024,41122,"Canberra CC Jr.","Women's Other"
"1053",2024,40893,"Canberra Off RC Jr","Women's Other"
"1054",2024,39329,"Cannibal B Victorious","Women's Other"
"1055",2024,41093,"Carnegie Caulfield CC-Jr","Women's Other"
"1056",2024,39924,"Castillo de Onda Equipo Ciclista","Women's Other"
"1057",2024,39925,"CC Barcelos - AFF - Flynx - HM Motor","Women's Other"
"1058",2024,39926,"CC Bourg-Blanc U19","Women's Other"
"1059",2024,39927,"CC Etupes U19","Women's Other"
"1060",2024,39928,"CC Marmande 47 Juniors","Women's Other"
"1061",2024,39929,"CC Nogent-sur-Oise Juniors","Women's Other"
"1062",2024,39930,"CC Plancoët Junior","Women's Other"
"1063",2024,39931,"CC Vitréen U19","Women's Other"
"1064",2024,39933,"Centro Ciclismo de Loulé","Women's Other"
"1065",2024,39934,"CFC Spordiklubi U19","Women's Other"
"1066",2024,39935,"Charvieu-Chavagneux IC Junior","Women's Other"
"1067",2024,39936,"Ciclistica Biringhello","Women's Other"
"1068",2024,39937,"Ciclistica Dro ASD","Women's Other"
"1069",2024,39938,"Ciclistica Rostese","Women's Other"
"1070",2024,39555,"Ciclistica Trevigliese","Women's Other"
"1071",2024,41102,"City of Burnie Jr.","Women's Other"
"1072",2024,39939,"Ciudad de Oviedo-Tartiere Auto U19","Women's Other"
"1073",2024,39940,"CK Epic Dohnany","Women's Other"
"1074",2024,39942,"Climberg Sport Team","Women's Other"
"1075",2024,39519,"Club Ciclistico Canturino 1902 ASD","Women's Other"
"1076",2024,39943,"CM Aubervilliers 93 U19","Women's Other"
"1077",2024,39944,"COC Fougères Juniors","Women's Other"
"1078",2024,39945,"Copernicus CCC Team","Women's Other"
"1079",2024,39947,"Corbatas Pindal","Women's Other"
"1080",2024,39948,"Cornouaille Sud Cyclisme","Women's Other"
"1081",2024,39949,"Corte Astur Las Mestas","Women's Other"
"1082",2024,41374,"Counties Manukau JUN","Women's Other"
"1083",2024,39554,"CPS Professional Team","Women's Other"
"1084",2024,39565,"CQA Cycling Team","Women's Other"
"1085",2024,39350,"Crabbé-Dstny Juniors","Women's Other"
"1086",2024,39573,"CREF - TotalEnergies Juniors","Women's Other"
"1087",2024,39950,"Creuse Oxygène Guéret Juniors","Women's Other"
"1088",2024,39951,"CSCA Propreté 2000 Junior","Women's Other"
"1089",2024,39952,"CSM Clamart U19","Women's Other"
"1090",2024,39953,"CT Luc Wallays-Jonge Renners","Women's Other"
"1091",2024,39954,"Culture Vélo Look Racing Team U19","Women's Other"
"1092",2024,39957,"Cupra Galdakauto - Pan Menesa","Women's Other"
"1093",2024,39955,"Cycle Golbéen Junior","Women's Other"
"1094",2024,39956,"Cycle Poitevin U19","Women's Other"
"1095",2024,39958,"Cycling Club Hillerød","Women's Other"
"1096",2024,41373,"Cycling Southland -JUN","Women's Other"
"1097",2024,39959,"Cycling Team Junior Ciudad de Talavera","Women's Other"
"1098",2024,40056,"Cycling Team Nial Nizzoli Almo","Women's Other"
"1099",2024,39960,"Cyclisme Langueux Trégueux U19","Women's Other"
"1100",2024,39961,"CyS-Akademia Petra Sagana","Women's Other"
"1101",2024,39962,"De Dijlespurters V.V.Mechelen VZW","Women's Other"
"1102",2024,39963,"De La Uz","Women's Other"
"1103",2024,39436,"Decathlon AG2R La Mondiale U19 Team","Women's Other"
"1104",2024,39964,"Deka Riders Tea Bike Romagna","Women's Other"
"1105",2024,39965,"Diego Diez - Streambike","Women's Other"
"1106",2024,39967,"Dimaq","Women's Other"
"1107",2024,39968,"Disgarsa","Women's Other"
"1108",2024,39969,"DunasVale  Pereira&amp;Gago","Women's Other"
"1109",2024,39970,"E.C.Landerneau U19","Women's Other"
"1110",2024,39971,"E.C.Wallonie U19","Women's Other"
"1111",2024,39972,"EC Saint-Étienne Loire Junior","Women's Other"
"1112",2024,41104,"EchucaMoama Jr","Women's Other"
"1113",2024,39973,"EF Education-ONTO","Women's Other"
"1114",2024,39564,"EFC-L&amp;R-Van Mossel U19","Women's Other"
"1115",2024,39974,"Egurrola - Urdaibai","Women's Other"
"1116",2024,39975,"El Caserio-Valsay","Women's Other"
"1117",2024,39976,"El Nieto del Lobo - Nutriban","Women's Other"
"1118",2024,39578,"ElectroMercantil-Gr100","Women's Other"
"1119",2024,39977,"Emico-Erbi","Women's Other"
"1120",2024,39978,"Energy Team A.s.d.","Women's Other"
"1121",2024,40695,"Entente Corrèze Juniors","Women's Other"
"1122",2024,39979,"Equipo Ciclista Fenavin - Turismo Ciudad","Women's Other"
"1123",2024,39980,"Escola de Ciclismo Bruno Neves","Women's Other"
"1124",2024,39981,"Esetec-Salazones Ricardo Fuentes U19","Women's Other"
"1125",2024,39982,"Esperia Piasco","Women's Other"
"1126",2024,39983,"F2 INFORMATICA - S.C. Amorebieta","Women's Other"
"1127",2024,39984,"Fana IL Sykkel Juniors","Women's Other"
"1128",2024,39592,"Fensham Howes Junior Race Team","Women's Other"
"1129",2024,39985,"Finques Feliu CT","Women's Other"
"1130",2024,41194,"Fishernans Friends Junior","Women's Other"
"1131",2024,39986,"FlandersColor-Galloo Team","Women's Other"
"1132",2024,39987,"Flandres Love - Sportland","Women's Other"
"1133",2024,39988,"G.C Feralpi Group ASD","Women's Other"
"1134",2024,39989,"G.S Bareggese ASD","Women's Other"
"1135",2024,39990,"G.S. Fiumicello 1971","Women's Other"
"1136",2024,39991,"G.s. Forno Pioppi","Women's Other"
"1137",2024,39992,"G.S. Giovanni Brunero","Women's Other"
"1138",2024,39993,"G.s. Massi - Supermercati","Women's Other"
"1139",2024,39549,"G.S. Stabbia Ciclismo","Women's Other"
"1140",2024,39994,"Gastronomiabaska-Liftra-Rosmil","Women's Other"
"1141",2024,39995,"Gaverzicht Be Okay-Van Mossel","Women's Other"
"1142",2024,39996,"Gaz Elec Douai Junior","Women's Other"
"1143",2024,39604,"GB Junior Team - Pool Cantu","Women's Other"
"1144",2024,41098,"Geelong CC Jr","Women's Other"
"1145",2024,41191,"Gemburi Junior","Women's Other"
"1146",2024,39768,"General System","Women's Other"
"1147",2024,39997,"Gepla-Watersley R+D Road Team","Women's Other"
"1148",2024,39998,"Giovani Giussanesi","Women's Other"
"1149",2024,39999,"Give Cykelklub","Women's Other"
"1150",2024,41095,"Gladstone CC-Jr","Women's Other"
"1151",2024,39588,"Glåmdal SK Junior","Women's Other"
"1152",2024,41096,"Gold Coast CC Jr","Women's Other"
"1153",2024,40000,"Gottardo Giochi Caneva","Women's Other"
"1154",2024,40001,"GRC Jan Van Arckel U19","Women's Other"
"1155",2024,40002,"Grenland SK Junior","Women's Other"
"1156",2024,40003,"Grenoble Métropole Cyclisme 38 Junior","Women's Other"
"1157",2024,40230,"Groupama-FDJ Conti Juniors","Women's Other"
"1158",2024,40302,"Groupama-FDJ U19","Women's Other"
"1159",2024,40004,"Grupo Eleyco-Iturribero","Women's Other"
"1160",2024,40005,"GSC Blagnac Velo Sport 31 U19","Women's Other"
"1161",2024,40006,"GSport+Vatios","Women's Other"
"1162",2024,40007,"Guidon Chalettois U19","Women's Other"
"1163",2024,40008,"Guijarro - Sporting Pursuits","Women's Other"
"1164",2024,40009,"Gulp Pool Val Vibrata","Women's Other"
"1165",2024,41126,"Hawthorn CC Jr.","Women's Other"
"1166",2024,39544,"Hexagone-Corbas Lyon Métropole Juniors","Women's Other"
"1167",2024,39597,"Hot Tubes Cycling","Women's Other"
"1168",2024,40010,"Huesca la Magia Juniors","Women's Other"
"1169",2024,40011,"Ignite Junior Cycling","Women's Other"
"1170",2024,41114,"Illawara CC Jr","Women's Other"
"1171",2024,40012,"Innovation Racing","Women's Other"
"1172",2024,40014,"Iruki - Donostialdea Bizikletan","Women's Other"
"1173",2024,40015,"Isidoro San Justo","Women's Other"
"1174",2024,40016,"Isorex Cycling Team","Women's Other"
"1175",2024,40017,"Italia Nuova Borgo Panigale","Women's Other"
"1176",2024,41353,"Jc231 Junior","Women's Other"
"1177",2024,39596,"Jegg-DJR Academy U19","Women's Other"
"1178",2024,40018,"Jonge Rakkers Vollezele U19","Women's Other"
"1179",2024,40019,"Junioren Schwalbe Team Sachsen","Women's Other"
"1180",2024,40780,"Jura Cyclisme Junior","Women's Other"
"1181",2024,40020,"Jönköpings CK U19","Women's Other"
"1182",2024,40021,"Kelly Benefit Strategies U19","Women's Other"
"1183",2024,41125,"Kilkenny CC Jr","Women's Other"
"1184",2024,40022,"KJC FEO Team U19","Women's Other"
"1185",2024,40023,"KK Kranj U19","Women's Other"
"1186",2024,40024,"Kobanya Cycling Team","Women's Other"
"1187",2024,40025,"Kolarski Klub Sportowy Go","Women's Other"
"1188",2024,40026,"Kristiansands CK Junior","Women's Other"
"1189",2024,40027,"KS Deichmann SKSM","Women's Other"
"1190",2024,40028,"KVC Noordzeemeeuw U19","Women's Other"
"1191",2024,39566,"KZLWC- Davo","Women's Other"
"1192",2024,39857,"La Motte-Servolex Cyclisme U19","Women's Other"
"1193",2024,40078,"La Roche Vendée Cyclisme U19","Women's Other"
"1194",2024,40029,"Landeiro | KTM | ACR Roriz Cycling Academy","Women's Other"
"1195",2024,40863,"Launceston City C.C. Jr.","Women's Other"
"1196",2024,41117,"Launceston MBC Jr","Women's Other"
"1197",2024,40030,"Laval Cyclisme 53 Junior","Women's Other"
"1198",2024,40031,"Lawi Junior Team","Women's Other"
"1199",2024,40032,"Le Mans Sarthe Vélo","Women's Other"
"1200",2024,40033,"Lee Valley Youth CC","Women's Other"
"1201",2024,41193,"Lenso CC Junior","Women's Other"
"1202",2024,40034,"Lepelley Electricité U19","Women's Other"
"1203",2024,40035,"Les Sables Vendée Cyclisme U19","Women's Other"
"1204",2024,40036,"Lillehammer CK Junior","Women's Other"
"1205",2024,40037,"Limousin-Oriako","Women's Other"
"1206",2024,40175,"Linas-Montlhéry Cycling Team","Women's Other"
"1207",2024,40038,"Litubel Parket - Chauffage Vanbrabant","Women's Other"
"1208",2024,40039,"Loiumat-P.G","Women's Other"
"1209",2024,39734,"LotuSteam U19","Women's Other"
"1210",2024,40040,"Louriña Cycling Team","Women's Other"
"1211",2024,39586,"Lucta-Granja Rinya Team","Women's Other"
"1212",2024,40041,"LV Baden","Women's Other"
"1213",2024,40042,"LV Brandenburg","Women's Other"
"1214",2024,40043,"Maderas Fores-Hiper Europa U19","Women's Other"
"1215",2024,41355,"Madinina Bikers-JR","Women's Other"
"1216",2024,40044,"Madone Racing Team","Women's Other"
"1217",2024,39563,"Maes CT Glabbeek","Women's Other"
"1218",2024,39932,"Maguisa Guijuelo","Women's Other"
"1219",2024,41100,"Malny Warringah CC Jr","Women's Other"
"1220",2024,40045,"Mapei Merida Kankovsky","Women's Other"
"1221",2024,40046,"Matos-Cheirinhos - Vila Galé - Etopi","Women's Other"
"1222",2024,40048,"Medisept Mayday Team U19","Women's Other"
"1223",2024,39601,"Merida Tifosi Adelaar Development Team","Women's Other"
"1224",2024,41118,"Mersey MBC","Women's Other"
"1225",2024,41097,"Midland CC Jr","Women's Other"
"1226",2024,40049,"Mimosa Sprint Mandelieu U19","Women's Other"
"1227",2024,39579,"MMR Cycling Academy","Women's Other"
"1228",2024,40050,"Molde CK Junior","Women's Other"
"1229",2024,40051,"Morbihan Finistere Sud Cyclisme","Women's Other"
"1230",2024,40052,"Multihogar Cantabria","Women's Other"
"1231",2024,40053,"Mundimat  SGR Ambiente  CCA Paio Pires","Women's Other"
"1232",2024,40054,"Murias - Arratia","Women's Other"
"1233",2024,41105,"Neo CC Jr","Women's Other"
"1234",2024,40055,"Nice Métropole Côte d'Azur U19","Women's Other"
"1235",2024,39204,"Nordest Angelo Gomme Villadose","Women's Other"
"1236",2024,40057,"Nordhordland SK Junior","Women's Other"
"1237",2024,41113,"Northern Sydney Cycling Club Jr","Women's Other"
"1238",2024,41094,"Norwood C.C. Jr","Women's Other"
"1239",2024,41103,"Nowra Velo Club Jr","Women's Other"
"1240",2024,40058,"OC Locminé","Women's Other"
"1241",2024,40059,"OC Val d'Oise U19","Women's Other"
"1242",2024,39587,"Occitane CF U19","Women's Other"
"1243",2024,40234,"OLC Development Team","Women's Other"
"1244",2024,40060,"Olympique Club Cycliste Cessonnais U19","Women's Other"
"1245",2024,40061,"Olympique Grande-Synthe U19","Women's Other"
"1246",2024,40062,"Olympique Hesdin Marconne Junior","Women's Other"
"1247",2024,40063,"Ondarroa Aurrera","Women's Other"
"1248",2024,40064,"Ordrup CK U19","Women's Other"
"1249",2024,41357,"P.O.Josephine-JR","Women's Other"
"1250",2024,40065,"Paredes  Fortunna","Women's Other"
"1251",2024,39553,"Pedale Casalese Armofer","Women's Other"
"1252",2024,40066,"Pedale Scaligero U19","Women's Other"
"1253",2024,41116,"Peel District CC Jr","Women's Other"
"1254",2024,40067,"Penya Ciclista Baix Ebre","Women's Other"
"1255",2024,40068,"Perutnina Ptuj Juniors","Women's Other"
"1256",2024,40610,"Picusa Academy","Women's Other"
"1257",2024,40069,"Pogi Team","Women's Other"
"1258",2024,39547,"Polisportiva Monsummanese","Women's Other"
"1259",2024,39805,"Polti-KOMETA U19","Women's Other"
"1260",2024,41101,"Port Adelaide CC Jr","Women's Other"
"1261",2024,40070,"Postumia 73 Dino Liviero","Women's Other"
"1262",2024,40071,"Prologue Racing Team","Women's Other"
"1263",2024,40072,"PSF Niort Junior","Women's Other"
"1264",2024,40073,"Quesos Albeniz","Women's Other"
"1265",2024,40074,"Quesos La Peral","Women's Other"
"1266",2024,41119,"Randwick CC Jr","Women's Other"
"1267",2024,39581,"Recambios Callejo","Women's Other"
"1268",2024,40075,"Rexonix Kovo Praha","Women's Other"
"1269",2024,40076,"Ringerike SK Junior","Women's Other"
"1270",2024,40077,"Robert Innova","Women's Other"
"1271",2024,39591,"Roman Kreuziger Cycling Academy","Women's Other"
"1272",2024,39574,"Rose Team NRW","Women's Other"
"1273",2024,40079,"Royal Cureghem Sportief U19","Women's Other"
"1274",2024,40080,"RRK Group-Pierre Baguette Junior","Women's Other"
"1275",2024,40081,"RSC Cottbus","Women's Other"
"1276",2024,39562,"Rudyco Cycling Team","Women's Other"
"1277",2024,40082,"S.C Monteponi ACD","Women's Other"
"1278",2024,40083,"S.C Pedale Chiaravallese","Women's Other"
"1279",2024,40084,"S.C Romanese Cycling Team","Women's Other"
"1280",2024,40085,"S.c. Fagnano Nuova","Women's Other"
"1281",2024,40086,"S.c.d. Sidermec - F.lli Vitali","Women's Other"
"1282",2024,40087,"Sakana Group - ALEA","Women's Other"
"1283",2024,40088,"Sandnes SK Junior","Women's Other"
"1284",2024,39552,"Sandrigo Bike Sport Team","Women's Other"
"1285",2024,39585,"Sanse","Women's Other"
"1286",2024,40089,"Santa Maria da Feira - Segmento d´Época U19","Women's Other"
"1287",2024,40090,"Saxun-Extrusax-Primoti","Women's Other"
"1288",2024,40091,"SC Padovani","Women's Other"
"1289",2024,40092,"SCO Cyclisme Angers Junior","Women's Other"
"1290",2024,40093,"SCO Dijon-Team Material-velo.com U19","Women's Other"
"1291",2024,41121,"Seymour Broadford CC Jr","Women's Other"
"1292",2024,39729,"Shibden Hope Tech Apex Team","Women's Other"
"1293",2024,40094,"Silva &amp; Vinha - ADRAP - Sentir Penafiel","Women's Other"
"1294",2024,40095,"SK Rye Sykkel Junior","Women's Other"
"1295",2024,40096,"SMS Swidnica","Women's Other"
"1296",2024,40097,"SMS Torun","Women's Other"
"1297",2024,40098,"Societa Ciclistica Valeggio","Women's Other"
"1298",2024,39603,"Spokes Racing Team U19","Women's Other"
"1299",2024,40099,"Sport en Moedig Genk U19","Women's Other"
"1300",2024,40100,"Sport en Steun-Leopoldsburg U19","Women's Other"
"1301",2024,39559,"Sprint 2000 Charleroi","Women's Other"
"1302",2024,40101,"Stade Montois Cyclisme U19","Women's Other"
"1303",2024,40102,"Stade Toulousain Cyclisme Académie","Women's Other"
"1304",2024,40103,"Starbikes - Bert Containers","Women's Other"
"1305",2024,40104,"Start Junior Cycling Team","Women's Other"
"1306",2024,40105,"Stavanger SK Junior","Women's Other"
"1307",2024,40106,"Stevens Junior Team Thüringen","Women's Other"
"1308",2024,39595,"Streetjump-ABLOC","Women's Other"
"1309",2024,39584,"Sumelec - Ermitagaña","Women's Other"
"1310",2024,41099,"Sunshine Coast Jr","Women's Other"
"1311",2024,39582,"Svealand Cycling Team U19","Women's Other"
"1312",2024,40107,"Tallares Dilla- Lancor","Women's Other"
"1313",2024,41375,"Te Awanutu Sports CC- JUN","Women's Other"
"1314",2024,40108,"Team 24 Formation Juniors","Women's Other"
"1315",2024,40109,"Team 31 Jolly Cycles U19","Women's Other"
"1316",2024,40110,"Team AGS","Women's Other"
"1317",2024,40111,"Team Assali Stefen Makro Labelling","Women's Other"
"1318",2024,40112,"Team Avesnois Junior","Women's Other"
"1319",2024,39571,"Team Bach Advokater CEC Junior","Women's Other"
"1320",2024,40113,"Team Biesse Carrera Juniors","Women's Other"
"1321",2024,40114,"Team Bikesports Ford Nicolas","Women's Other"
"1322",2024,40115,"Team Chernomoretz - Omega","Women's Other"
"1323",2024,40116,"Team CIC UC Nantes - Atlantique U19","Women's Other"
"1324",2024,39557,"Team Coratti","Women's Other"
"1325",2024,40118,"Team Côte de Granit Rose Junior","Women's Other"
"1326",2024,40117,"Team Crazy Wheels","Women's Other"
"1327",2024,40119,"Team Dukla Praha Juniors","Women's Other"
"1328",2024,39504,"Team ECOTEK","Women's Other"
"1329",2024,41354,"Team Energizer-Jr","Women's Other"
"1330",2024,40120,"Team Farto-BTC U19","Women's Other"
"1331",2024,40121,"Team Fortebraccio Toscana","Women's Other"
"1332",2024,39434,"Team Franco Ballerini Juniors","Women's Other"
"1333",2024,38750,"Team Fratelli Giorgi","Women's Other"
"1334",2024,40122,"Team Geo-Therm Carbonbike U19","Women's Other"
"1335",2024,39512,"Team GRENKE - Auto Eder","Women's Other"
"1336",2024,39589,"Team Grupo Serman","Women's Other"
"1337",2024,40123,"Team Herning CK Junior","Women's Other"
"1338",2024,40124,"Team Inca Juniors","Women's Other"
"1339",2024,40125,"Team Innobike-Bayern","Women's Other"
"1340",2024,40126,"Team Iparralde U19","Women's Other"
"1341",2024,40127,"Team Kempen U19","Women's Other"
"1342",2024,40128,"Team Marco Brenner","Women's Other"
"1343",2024,39570,"Team Mascot Workwear","Women's Other"
"1344",2024,40129,"Team Mayenne Junior","Women's Other"
"1345",2024,40803,"Team MBH Bank Colpack Ballan Juniors","Women's Other"
"1346",2024,40130,"Team Nibali","Women's Other"
"1347",2024,40131,"Team Oxygene Ploudal Portsall","Women's Other"
"1348",2024,40132,"Team Pays de Dinan U19","Women's Other"
"1349",2024,39556,"Team Pieri","Women's Other"
"1350",2024,40731,"Team Rytger","Women's Other"
"1351",2024,40133,"Team Sarthe Juniors","Women's Other"
"1352",2024,40134,"Team Scap","Women's Other"
"1353",2024,40135,"Team Sistecredito-GW Juniors","Women's Other"
"1354",2024,40136,"Team Sparekassen Danmark Talent","Women's Other"
"1355",2024,40137,"Team Spercenigo","Women's Other"
"1356",2024,40138,"Team Sportbreizh Armor-Lux U19","Women's Other"
"1357",2024,40139,"Team Stadler Niedersachsen","Women's Other"
"1358",2024,40140,"Team Tiepolo Udine","Women's Other"
"1359",2024,40141,"Team Torrent Cycling","Women's Other"
"1360",2024,40378,"Team U Charente-Maritime Juniors","Women's Other"
"1361",2024,39669,"Team U LH Juniors","Women's Other"
"1362",2024,40730,"Team U19 Orne","Women's Other"
"1363",2024,40142,"Team UnipolGlass","Women's Other"
"1364",2024,39491,"Team Uno-X - Carl Ras Roskilde Junior","Women's Other"
"1365",2024,40143,"Team USC Goyave Junior","Women's Other"
"1366",2024,40145,"Team Utmost IOM","Women's Other"
"1367",2024,40146,"Team VIFRA Kvickly Odder","Women's Other"
"1368",2024,40147,"Team Vino Junior","Women's Other"
"1369",2024,40148,"Team Wipotec RLP","Women's Other"
"1370",2024,40149,"Team Zealand Cycling - Kuehne+Nagel","Women's Other"
"1371",2024,40150,"Tensai - Sambiental - Santa Marta","Women's Other"
"1372",2024,40151,"The Cycling Academy U19","Women's Other"
"1373",2024,39594,"Tofauti Everyone Active","Women's Other"
"1374",2024,40152,"Tot Net-Terrassa Ciclisme","Women's Other"
"1375",2024,40153,"trainSharp Development team","Women's Other"
