,Unnamed: 0,Event_ID,Event_Title,Event_Date,Event_Day,Event_Type,Race_Date,Race_Time,Race_Name,Race_Classification,Race_Band,Race_Category
561,561,239005,Sussex Cycle Racing League Track League #13 (Cancelled),07/07/21,Wed,Track League,7 Jul 21,18:45,Youth Minor,Youth Only,,"A, B, C, D, E"
563,563,241448,Salt Ayre Cog Set Youth Races Week 11 - Supported by the Edge Cycleworks,07/07/21,Wed,Closed Circuit,7 Jul 21,18:30,U8 Boys Race,Youth Only,,E
564,564,241448,Salt Ayre Cog Set Youth Races Week 11 - Supported by the Edge Cycleworks,07/07/21,Wed,Closed Circuit,7 Jul 21,18:30,U8 Girls Race,Youth Only,,E
565,565,241448,Salt Ayre Cog Set Youth Races Week 11 - Supported by the Edge Cycleworks,07/07/21,Wed,Closed Circuit,7 Jul 21,18:30,U10 Boys Race,Youth Only,,D
566,566,241448,Salt Ayre Cog Set Youth Races Week 11 - Supported by the Edge Cycleworks,07/07/21,Wed,Closed Circuit,7 Jul 21,18:30,U10 Girls Race,Youth Only,,D
567,567,241448,Salt Ayre Cog Set Youth Races Week 11 - Supported by the Edge Cycleworks,07/07/21,Wed,Closed Circuit,7 Jul 21,18:50,U12 Boys Race,Youth Only,,C
568,568,241448,Salt Ayre Cog Set Youth Races Week 11 - Supported by the Edge Cycleworks,07/07/21,Wed,Closed Circuit,7 Jul 21,18:50,U12 Girls Race,Youth Only,,C
569,569,241448,Salt Ayre Cog Set Youth Races Week 11 - Supported by the Edge Cycleworks,07/07/21,Wed,Closed Circuit,7 Jul 21,18:50,U14 Boys Race,Youth Only,Band 5 (<10 Entrants),B
570,570,241448,Salt Ayre Cog Set Youth Races Week 11 - Supported by the Edge Cycleworks,07/07/21,Wed,Closed Circuit,7 Jul 21,18:50,U14 Girls Race,Youth Only,Band 5 (<10 Entrants),B
571,571,241448,Salt Ayre Cog Set Youth Races Week 11 - Supported by the Edge Cycleworks,07/07/21,Wed,Closed Circuit,7 Jul 21,19:30,U16 Boys Race,Youth Only,Band 5,A
572,572,241448,Salt Ayre Cog Set Youth Races Week 11 - Supported by the Edge Cycleworks,07/07/21,Wed,Closed Circuit,7 Jul 21,19:30,U16 Girls Race,Youth Only,Band 5 (<10 Entrants),A
574,574,242030,Wolverhampton Wheelers CC Track League Round 7,07/07/21,Wed,Track League,7 Jul 21,19:15,Senior entry,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
575,575,242030,Wolverhampton Wheelers CC Track League Round 7,07/07/21,Wed,Track League,7 Jul 21,19:15,Youth & Junior entry,Youth Only,,"A, B, C, D, E"
577,577,242572,Fife Midweek Series - Event 6 (10 mile Monifeith),07/07/21,Wed,Time Trial,7 Jul 21,19:00,Junior & Senior,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
578,578,242572,Fife Midweek Series - Event 6 (10 mile Monifeith),07/07/21,Wed,Time Trial,7 Jul 21,19:00,Youth,Regional C,,"A, B, C"
580,580,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,18:00,Under 8 Boys,Youth Only,,E
581,581,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,18:00,Under 8 Girls,Youth Only,,E
582,582,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,18:15,Under 10 Boys,Youth Only,,D
583,583,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,18:15,Under 10 Girls,Youth Only,,D
584,584,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,18:15,Under 12 Boys,Youth Only,,C
585,585,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,18:15,Under 12 Girls,Youth Only,,C
586,586,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,18:25,Under 14 Boys,Youth Only,Band 5,B
587,587,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,18:25,Under 14 Girls,Youth Only,Band 5 (<10 Entrants),B
588,588,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,18:25,Under 16 Boys,Youth Only,Band 5,A
589,589,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,18:25,Under 16 Girls,Youth Only,Band 5 (<10 Entrants),A
590,590,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,18:45,Local Heroes (3rd Cat Only),Regional C+,Band 5,3rd
591,591,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,19:15,E/1/2/3 Women,National B,Band 3,"1st, 2nd, 3rd, Elite"
592,592,243321,Guildford Town Centre Races 2021,07/07/21,Wed,Closed Circuit,7 Jul 21,20:00,Elite Race E/1/2,National B,Band 3,"1st, 2nd, Elite"
594,594,243524,Holt Racing Pembrey crit #9,07/07/21,Wed,Closed Circuit,7 Jul 21,18:15,Youth A & B ENTRY,Youth Only,Band 5,"A, B"
595,595,243524,Holt Racing Pembrey crit #9,07/07/21,Wed,Closed Circuit,7 Jul 21,18:15,Youth A Boys,Youth Only,Band 5 (<10 Entrants),A
596,596,243524,Holt Racing Pembrey crit #9,07/07/21,Wed,Closed Circuit,7 Jul 21,18:15,Youth A Girls,Youth Only,Band 5 (<10 Entrants),A
597,597,243524,Holt Racing Pembrey crit #9,07/07/21,Wed,Closed Circuit,7 Jul 21,18:15,Youth B Boys,Youth Only,Band 5 (<10 Entrants),B
598,598,243524,Holt Racing Pembrey crit #9,07/07/21,Wed,Closed Circuit,7 Jul 21,18:15,Youth B Girls,Youth Only,Band 5 (<10 Entrants),B
599,599,243524,Holt Racing Pembrey crit #9,07/07/21,Wed,Closed Circuit,7 Jul 21,19:05,3/4 category,Regional C+,Band 5,"3rd, 4th"
600,600,243524,Holt Racing Pembrey crit #9,07/07/21,Wed,Closed Circuit,7 Jul 21,19:05,E/1/2/3/4/J Women,Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
601,601,243524,Holt Racing Pembrey crit #9,07/07/21,Wed,Closed Circuit,7 Jul 21,19:55,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
603,603,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,01:00,U16 Boys,Youth Only,Band 5 (<10 Entrants),A
604,604,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,01:00,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
605,605,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,01:00,U14 Boys,Youth Only,Band 5 (<10 Entrants),B
606,606,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,01:00,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
607,607,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,01:00,U12 Boys,Youth Only,,C
608,608,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,01:00,U12 Girls,Youth Only,,C
609,609,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,01:00,U10 Boys,Youth Only,,D
610,610,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,01:00,U10 Girls,Youth Only,,D
611,611,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,01:00,U8 Boys,Youth Only,,E
612,612,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,01:00,U8 Girls,Youth Only,,E
613,613,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,19:00,3/4 Men,Regional C+,Band 5,"3rd, 4th"
614,614,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,19:00,Women (E/1/2/3/4),Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
615,615,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,19:40,2/3/4,Regional C+,Band 5,"2nd, 3rd, 4th"
616,616,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,18:15,Youth U8 & U10 (E & D),Youth Only,,"D, E"
617,617,243013,Litherland Circuit League 2021 #3,07/07/21,Wed,Closed Circuit,7 Jul 21,18:30,"Youth U12, U14 & U16 (C,B,A)",Youth Only,Band 5,"A, B, C"
619,619,243798,"Midweek MTB Madness - Lee Quarry, Rossendale (Again...!)",07/07/21,Wed,MTB XC,7 Jul 21,19:15,Juvenile Male,Non-Ranking,,Juvenile
620,620,243798,"Midweek MTB Madness - Lee Quarry, Rossendale (Again...!)",07/07/21,Wed,MTB XC,7 Jul 21,19:15,Racer Male,Non-Ranking,,"Elite, Expert, G/Vet, Junior, Master, S/Vet, Senior, Veteran"
621,621,243798,"Midweek MTB Madness - Lee Quarry, Rossendale (Again...!)",07/07/21,Wed,MTB XC,7 Jul 21,19:16,Juvenile Female,Non-Ranking,,Juvenile
622,622,243798,"Midweek MTB Madness - Lee Quarry, Rossendale (Again...!)",07/07/21,Wed,MTB XC,7 Jul 21,19:16,Racer Female,Non-Ranking,,"Elite, Expert, G/Vet, Junior, Master, S/Vet, Senior, Veteran"
623,623,243798,"Midweek MTB Madness - Lee Quarry, Rossendale (Again...!)",07/07/21,Wed,MTB XC,7 Jul 21,19:16,Youth Female,Non-Ranking,,Youth
624,624,243798,"Midweek MTB Madness - Lee Quarry, Rossendale (Again...!)",07/07/21,Wed,MTB XC,7 Jul 21,19:16,Youth Male,Non-Ranking,,Youth
625,625,243798,"Midweek MTB Madness - Lee Quarry, Rossendale (Again...!)",07/07/21,Wed,MTB XC,7 Jul 21,19:17,Enthusiast Female,Non-Ranking,,"N/A, Sport"
626,626,243798,"Midweek MTB Madness - Lee Quarry, Rossendale (Again...!)",07/07/21,Wed,MTB XC,7 Jul 21,19:17,Enthusiast Male,Non-Ranking,,"N/A, Sport"
628,628,244077,Cotton Burner Triple Invitational Round 3,07/07/21,Wed,MTB XC,7 Jul 21,19:00,Round 3,Go-MTB,,
630,630,244283,National Bowl Midweek Youth Racing 2021: Race 4 (Cancelled),07/07/21,Wed,Closed Circuit,7 Jul 21,19:05,U16 Boys,Youth Only,Band 5,A
631,631,244283,National Bowl Midweek Youth Racing 2021: Race 4 (Cancelled),07/07/21,Wed,Closed Circuit,7 Jul 21,19:06,U16 Girls,Youth Only,Band 5,A
632,632,244283,National Bowl Midweek Youth Racing 2021: Race 4 (Cancelled),07/07/21,Wed,Closed Circuit,7 Jul 21,19:06,U14 Boys,Youth Only,Band 5,B
633,633,244283,National Bowl Midweek Youth Racing 2021: Race 4 (Cancelled),07/07/21,Wed,Closed Circuit,7 Jul 21,19:06,U14 Girls,Youth Only,Band 5,B
634,634,244283,National Bowl Midweek Youth Racing 2021: Race 4 (Cancelled),07/07/21,Wed,Closed Circuit,7 Jul 21,18:45,U12 Race,Go-Ride Tour,,C
635,635,244283,National Bowl Midweek Youth Racing 2021: Race 4 (Cancelled),07/07/21,Wed,Closed Circuit,7 Jul 21,18:35,U10 Race,Go-Ride Tour,,D
636,636,244283,National Bowl Midweek Youth Racing 2021: Race 4 (Cancelled),07/07/21,Wed,Closed Circuit,7 Jul 21,18:25,U8 Race,Go-Ride Tour,,E
638,638,244509,Marsh Tracks summer series Race 5,07/07/21,Wed,Closed Circuit,7 Jul 21,18:30,U8,Youth Only,,E
639,639,244509,Marsh Tracks summer series Race 5,07/07/21,Wed,Closed Circuit,7 Jul 21,18:30,Under 10 girls,Youth Only,,D
640,640,244509,Marsh Tracks summer series Race 5,07/07/21,Wed,Closed Circuit,7 Jul 21,18:30,U10 Boys,Youth Only,,D
641,641,244509,Marsh Tracks summer series Race 5,07/07/21,Wed,Closed Circuit,7 Jul 21,18:30,U12 Boys,Youth Only,,C
642,642,244509,Marsh Tracks summer series Race 5,07/07/21,Wed,Closed Circuit,7 Jul 21,18:30,U12 Girls,Youth Only,,C
643,643,244509,Marsh Tracks summer series Race 5,07/07/21,Wed,Closed Circuit,7 Jul 21,19:00,U14 Boys,Youth Only,Band 5 (<10 Entrants),B
644,644,244509,Marsh Tracks summer series Race 5,07/07/21,Wed,Closed Circuit,7 Jul 21,19:00,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
645,645,244509,Marsh Tracks summer series Race 5,07/07/21,Wed,Closed Circuit,7 Jul 21,19:00,U16 Boys,Youth Only,Band 5 (<10 Entrants),A
646,646,244509,Marsh Tracks summer series Race 5,07/07/21,Wed,Closed Circuit,7 Jul 21,19:00,U16 Girls,Youth Only,Band 5,A
647,647,244509,Marsh Tracks summer series Race 5,07/07/21,Wed,Closed Circuit,7 Jul 21,19:45,Men E1234,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
648,648,244509,Marsh Tracks summer series Race 5,07/07/21,Wed,Closed Circuit,7 Jul 21,19:45,Women E1234,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
650,650,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Sprinters 500m Handicap,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
651,651,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Youth Scratch,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
652,652,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Endurance A Scratch,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
653,653,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Endurance B Scratch,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
654,654,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Endurance C Scratch,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
655,655,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Sprinters Flying 2 -Up Flying Lap,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
656,656,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Youth Elimination,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
657,657,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,A Endurance 1.5 laps,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
658,658,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Endurance B Elimination,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
659,659,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Endurance C Elimination,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
660,660,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Youth Course De Primes,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
661,661,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Endurance A Course De Primes,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
662,662,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Endurance B Course De Primes,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
663,663,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Endurance C Course de Primes,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
664,664,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Sprint Final,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
665,665,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Youth Scratch,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
666,666,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Endurance C Scratch,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
667,667,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Endurance B Scratch,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
668,668,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,01:00,Endurance A Scratch,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
669,669,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,19:15,E/1/2/3/4 League affiliated,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
670,670,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,19:15,Juniors/Students,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
671,671,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,19:15,Youth Fixed Wheel,Regional C,,"A, B, C, D, E"
672,672,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,19:15,Youth/Juniors/Students,Regional C,,"1st, 2nd, 3rd, 4th, A, B, C, D, E, Elite, Junior"
673,673,237463,Brooks Cycles Track League 2021 #10,08/07/21,Thu,Track League,8 Jul 21,19:15,E/1/2/3/4 Senior,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
675,675,238082,Team PB Performance Circuit Races @ Mallory Park,08/07/21,Thu,Closed Circuit,8 Jul 21,19:00,Men's E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite, N/A"
676,676,238082,Team PB Performance Circuit Races @ Mallory Park,08/07/21,Thu,Closed Circuit,8 Jul 21,19:01,Men's 3/4,Regional C+,Band 5,"3rd, 4th"
678,678,240519,Cliff Pratt Deca Community Crits 2021 Event 3,08/07/21,Thu,Closed Circuit,8 Jul 21,19:20,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
679,679,240519,Cliff Pratt Deca Community Crits 2021 Event 3,08/07/21,Thu,Closed Circuit,8 Jul 21,18:30,3/4 Race,Regional C+,Band 5,"3rd, 4th"
681,681,240592,CDPP Sport Crit Series 2021 # 8,08/07/21,Thu,Closed Circuit,8 Jul 21,20:00,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
682,682,240592,CDPP Sport Crit Series 2021 # 8,08/07/21,Thu,Closed Circuit,8 Jul 21,19:10,3/4,Regional C+,Band 5,"3rd, 4th"
684,684,241277,White Rose Youth League - Thursday 5,08/07/21,Thu,Closed Circuit,8 Jul 21,19:00,U10 Girls,Youth Only,,D
685,685,241277,White Rose Youth League - Thursday 5,08/07/21,Thu,Closed Circuit,8 Jul 21,19:00,U10 Boys,Youth Only,,D
686,686,241277,White Rose Youth League - Thursday 5,08/07/21,Thu,Closed Circuit,8 Jul 21,19:15,U12 Girls,Youth Only,,C
687,687,241277,White Rose Youth League - Thursday 5,08/07/21,Thu,Closed Circuit,8 Jul 21,19:15,U12 Boys,Youth Only,,C
688,688,241277,White Rose Youth League - Thursday 5,08/07/21,Thu,Closed Circuit,8 Jul 21,19:30,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
689,689,241277,White Rose Youth League - Thursday 5,08/07/21,Thu,Closed Circuit,8 Jul 21,20:00,U14 Boys,Youth Only,Band 5,B
690,690,241277,White Rose Youth League - Thursday 5,08/07/21,Thu,Closed Circuit,8 Jul 21,19:30,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
691,691,241277,White Rose Youth League - Thursday 5,08/07/21,Thu,Closed Circuit,8 Jul 21,20:30,U16 Boys,Youth Only,Band 5,A
693,693,241461,Spokes RT - Midsummer Series Race 1,08/07/21,Thu,Closed Circuit,8 Jul 21,18:00,Youth A Boys,Youth Only,Band 5,A
694,694,241461,Spokes RT - Midsummer Series Race 1,08/07/21,Thu,Closed Circuit,8 Jul 21,18:00,Youth A Girls,Youth Only,Band 5 (<10 Entrants),A
695,695,241461,Spokes RT - Midsummer Series Race 1,08/07/21,Thu,Closed Circuit,8 Jul 21,18:00,Youth B Boys,Youth Only,Band 5 (<10 Entrants),B
696,696,241461,Spokes RT - Midsummer Series Race 1,08/07/21,Thu,Closed Circuit,8 Jul 21,18:00,Youth B Girls,Youth Only,Band 5 (<10 Entrants),B
697,697,241461,Spokes RT - Midsummer Series Race 1,08/07/21,Thu,Closed Circuit,8 Jul 21,18:40,Race 2 - 3/4 Cat-Male,Regional C+,Band 5,"3rd, 4th"
698,698,241461,Spokes RT - Midsummer Series Race 1,08/07/21,Thu,Closed Circuit,8 Jul 21,19:30,Race 3 - 3/4 Cat-Male,Regional C+,Band 5,"3rd, 4th"
699,699,241461,Spokes RT - Midsummer Series Race 1,08/07/21,Thu,Closed Circuit,8 Jul 21,19:30,Race 3 - E1234 Women,Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
700,700,241461,Spokes RT - Midsummer Series Race 1,08/07/21,Thu,Closed Circuit,8 Jul 21,20:20,Race 4 - Male Senior & Junior E123,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
701,701,241461,Spokes RT - Midsummer Series Race 1,08/07/21,Thu,Closed Circuit,8 Jul 21,19:30,Female Seniors & Juniors,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite, Junior"
702,702,241461,Spokes RT - Midsummer Series Race 1,08/07/21,Thu,Closed Circuit,8 Jul 21,18:00,Race 1 - Youth A/.B Boys & Girls,Youth Only,Band 5,"A, B"
703,703,241461,Spokes RT - Midsummer Series Race 1,08/07/21,Thu,Closed Circuit,8 Jul 21,18:40,Cat-3/4,Regional C+,Band 5,"3rd, 4th"
704,704,241461,Spokes RT - Midsummer Series Race 1,08/07/21,Thu,Closed Circuit,8 Jul 21,20:20,Male Senior & Junior E123,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
706,706,242037,Lvycc Summer On The Hill,08/07/21,Thu,Closed Circuit,8 Jul 21,18:30,3rd and 4th cats,Regional C+,Band 5,"3rd, 4th"
707,707,242037,Lvycc Summer On The Hill,08/07/21,Thu,Closed Circuit,8 Jul 21,19:30,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
708,708,242037,Lvycc Summer On The Hill,08/07/21,Thu,Closed Circuit,8 Jul 21,19:30,Women,Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
710,710,243678,SSSCCRRL - Round 1 Knighton,08/07/21,Thu,Road,8 Jul 21,19:00,Handicap race,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
712,712,244860,CCA Summer Nights #6,08/07/21,Thu,Closed Circuit,8 Jul 21,18:45,Cat 4 and Women,Regional C+,Band 5,4th
713,713,244860,CCA Summer Nights #6,08/07/21,Thu,Closed Circuit,8 Jul 21,19:45,E1234 Handicap Race,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
715,715,245663,Tour de Feminin (UCI/2.2),11/07/21,Thu,Road,8 Jul 21,01:00,Stage 1,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
716,716,245663,Tour de Feminin (UCI/2.2),11/07/21,Thu,Road,9 Jul 21,01:00,Stage 2,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
717,717,245663,Tour de Feminin (UCI/2.2),11/07/21,Thu,Road,10 Jul 21,01:00,Stage 3,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
718,718,245663,Tour de Feminin (UCI/2.2),11/07/21,Thu,Road,11 Jul 21,01:00,Stage 4,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
719,719,245663,Tour de Feminin (UCI/2.2),11/07/21,Thu,Road,11 Jul 21,01:00,Final Classification,Foreign National,Band 2,"1st, 2nd, 3rd, Elite"
721,721,245674,Baloise Ladies Tour(UCI/2.1),11/07/21,Thu,Road,8 Jul 21,01:00,Stage 1,Foreign National,Band 3,"1st, 2nd, Elite"
722,722,245674,Baloise Ladies Tour(UCI/2.1),11/07/21,Thu,Road,9 Jul 21,01:00,Stage 2,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
723,723,245674,Baloise Ladies Tour(UCI/2.1),11/07/21,Thu,Road,10 Jul 21,01:00,Stage 3a,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
724,724,245674,Baloise Ladies Tour(UCI/2.1),11/07/21,Thu,Road,10 Jul 21,01:00,Stage 3b,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
725,725,245674,Baloise Ladies Tour(UCI/2.1),11/07/21,Thu,Road,11 Jul 21,01:00,Stage 4,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
726,726,245674,Baloise Ladies Tour(UCI/2.1),11/07/21,Thu,Road,11 Jul 21,01:00,Final Classification,Foreign National,Band 1,"1st, 2nd, 3rd, Elite"
728,728,223642,Halesowen A &CC Friday Night League 2021 Meeting #10 (Cancelled),09/07/21,Fri,Track League,9 Jul 21,19:00,Regional Championships,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
729,729,223642,Halesowen A &CC Friday Night League 2021 Meeting #10 (Cancelled),09/07/21,Fri,Track League,9 Jul 21,19:05,E/1/2/3/4,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
730,730,223642,Halesowen A &CC Friday Night League 2021 Meeting #10 (Cancelled),09/07/21,Fri,Track League,9 Jul 21,19:15,U16/U14/U12,Youth Only,,"A, B, C"
732,732,238712,Welwyn Track League 2021 #7,09/07/21,Fri,Track League,9 Jul 21,19:00,U16/U14/U12/U10/U8,Youth Only,Track League Youth,"A, B, C, D, E"
733,733,238712,Welwyn Track League 2021 #7,09/07/21,Fri,Track League,9 Jul 21,19:15,Senior A and Senior B,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
734,734,238712,Welwyn Track League 2021 #7,09/07/21,Fri,Track League,9 Jul 21,01:00,Youth 1 Scratch,Youth Only,,"A, B, C, D, E"
735,735,238712,Welwyn Track League 2021 #7,09/07/21,Fri,Track League,9 Jul 21,01:00,Youth 2 Scratch,Youth Only,,"A, B, C, D, E"
736,736,238712,Welwyn Track League 2021 #7,09/07/21,Fri,Track League,9 Jul 21,01:00,Senior A Scratch,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
737,737,238712,Welwyn Track League 2021 #7,09/07/21,Fri,Track League,9 Jul 21,01:00,Senior B Scratch,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
738,738,238712,Welwyn Track League 2021 #7,09/07/21,Fri,Track League,9 Jul 21,01:00,Youth 1 Points,Youth Only,,"A, B, C, D, E"
739,739,238712,Welwyn Track League 2021 #7,09/07/21,Fri,Track League,9 Jul 21,01:00,Youth 2 1 Lap Dash - Heat 1,Youth Only,,"A, B, C, D, E"
740,740,238712,Welwyn Track League 2021 #7,09/07/21,Fri,Track League,9 Jul 21,01:00,Youth 2 1 Lap Dash - Heat 2,Youth Only,,"A, B, C, D, E"
741,741,238712,Welwyn Track League 2021 #7,09/07/21,Fri,Track League,9 Jul 21,01:00,Senior A Points,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
742,742,238712,Welwyn Track League 2021 #7,09/07/21,Fri,Track League,9 Jul 21,01:00,Senior B Points,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
