,Unnamed: 0,Event_ID,Event_Title,Event_Date,Event_Day,Event_Type,Race_Date,Race_Time,Race_Name,Race_Classification,Race_Band,Race_Category
1403,1403,259621,Rowe & King 'Maindy Classics' Round 6,15/06/22,Wed,Closed Circuit,15 Jun 22,19:00,Ladies,Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite, Junior"
1404,1404,259621,Rowe & King 'Maindy Classics' Round 6,15/06/22,Wed,Closed Circuit,15 Jun 22,19:00,Vets 40+,Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
1405,1405,259621,Rowe & King 'Maindy Classics' Round 6,15/06/22,Wed,Closed Circuit,15 Jun 22,19:40,2/3,Regional C+,Band 5,"2nd, 3rd"
1406,1406,259621,Rowe & King 'Maindy Classics' Round 6,15/06/22,Wed,Closed Circuit,15 Jun 22,19:40,Junior Men,Regional C+,Band 5,Junior
1407,1407,259621,Rowe & King 'Maindy Classics' Round 6,15/06/22,Wed,Closed Circuit,15 Jun 22,19:40,Vets 50+,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
1408,1408,259621,Rowe & King 'Maindy Classics' Round 6,15/06/22,Wed,Closed Circuit,15 Jun 22,20:20,3/4 Cat,Regional C+,Band 5 (<10 Entrants),"3rd, 4th"
1409,1409,259621,Rowe & King 'Maindy Classics' Round 6,15/06/22,Wed,Closed Circuit,15 Jun 22,20:20,Vets 60+,Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
1411,1411,259784,Sussex Cycle Racing League Track League #9,15/06/22,Wed,Track,15 Jun 22,18:45,All Youth Categories (A/B/C/D/E),Youth Only,,"A, B, C, D, E"
1412,1412,259784,Sussex Cycle Racing League Track League #9,15/06/22,Wed,Track,15 Jun 22,18:45,Juniors,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
1413,1413,259784,Sussex Cycle Racing League Track League #9,15/06/22,Wed,Track,15 Jun 22,18:45,Seniors,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
1415,1415,260139,Full Gas Summer Circuit Series Event #9,15/06/22,Wed,Closed Circuit,15 Jun 22,19:00,4th Category Only,Regional C+,Band 5,"3rd, 4th"
1416,1416,260139,Full Gas Summer Circuit Series Event #9,15/06/22,Wed,Closed Circuit,15 Jun 22,20:00,2 / 3 Category,Regional C+,Band 5,"2nd, 3rd"
1418,1418,261715,The HHCC Santini Bovingdon Bomber Summer Series - Women's 2/3/4 & Men's 2/3 (Juniors welcome),15/06/22,Wed,Closed Circuit,15 Jun 22,19:10,Women's cat. 2/3/4 Championship Night (juniors welcome),Regional C+,Band 5,"2nd, 3rd, 4th"
1419,1419,261715,The HHCC Santini Bovingdon Bomber Summer Series - Women's 2/3/4 & Men's 2/3 (Juniors welcome),15/06/22,Wed,Closed Circuit,15 Jun 22,20:00,Men's cat. 2/3 Championship Night (juniors welcome),Regional C+,Band 5,"2nd, 3rd"
1421,1421,262229,Dolan Litherland Circuit League 2022 (#9),15/06/22,Wed,Closed Circuit,15 Jun 22,20:10,E/1/2/3/4,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
1422,1422,262229,Dolan Litherland Circuit League 2022 (#9),15/06/22,Wed,Closed Circuit,15 Jun 22,19:30,Women (E/1/2/3/4),Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
1423,1423,262229,Dolan Litherland Circuit League 2022 (#9),15/06/22,Wed,Closed Circuit,15 Jun 22,18:45,U16 Boys,Youth Only,Band 5 (<10 Entrants),A
1424,1424,262229,Dolan Litherland Circuit League 2022 (#9),15/06/22,Wed,Closed Circuit,15 Jun 22,18:45,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
1425,1425,262229,Dolan Litherland Circuit League 2022 (#9),15/06/22,Wed,Closed Circuit,15 Jun 22,18:45,U14 Boys,Youth Only,Band 5 (<10 Entrants),B
1426,1426,262229,Dolan Litherland Circuit League 2022 (#9),15/06/22,Wed,Closed Circuit,15 Jun 22,18:45,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
1427,1427,262229,Dolan Litherland Circuit League 2022 (#9),15/06/22,Wed,Closed Circuit,15 Jun 22,18:45,U12 Boys,Youth Only,,C
1428,1428,262229,Dolan Litherland Circuit League 2022 (#9),15/06/22,Wed,Closed Circuit,15 Jun 22,18:45,U12 Girls,Youth Only,,C
1429,1429,262229,Dolan Litherland Circuit League 2022 (#9),15/06/22,Wed,Closed Circuit,15 Jun 22,18:15,U10 Boys,Youth Only,,D
1430,1430,262229,Dolan Litherland Circuit League 2022 (#9),15/06/22,Wed,Closed Circuit,15 Jun 22,18:15,U10 Girls,Youth Only,,D
1431,1431,262229,Dolan Litherland Circuit League 2022 (#9),15/06/22,Wed,Closed Circuit,15 Jun 22,18:15,U8 Boys,Youth Only,,E
1432,1432,262229,Dolan Litherland Circuit League 2022 (#9),15/06/22,Wed,Closed Circuit,15 Jun 22,18:15,U8 Girls,Youth Only,,E
1434,1434,262295,PNECC - Dick Evans Memorial Summer Series = Powered by NoPinz #4,15/06/22,Wed,Closed Circuit,15 Jun 22,01:00,Youth A Boys,Youth Only,Band 5,A
1435,1435,262295,PNECC - Dick Evans Memorial Summer Series = Powered by NoPinz #4,15/06/22,Wed,Closed Circuit,15 Jun 22,01:00,Youth A Girls,Youth Only,Band 5 (<10 Entrants),A
1436,1436,262295,PNECC - Dick Evans Memorial Summer Series = Powered by NoPinz #4,15/06/22,Wed,Closed Circuit,15 Jun 22,01:00,Youth B Girls,Youth Only,Band 5 (<10 Entrants),B
1437,1437,262295,PNECC - Dick Evans Memorial Summer Series = Powered by NoPinz #4,15/06/22,Wed,Closed Circuit,15 Jun 22,18:30,Youth B Boys,Youth Only,Band 5 (<10 Entrants),B
1438,1438,262295,PNECC - Dick Evans Memorial Summer Series = Powered by NoPinz #4,15/06/22,Wed,Closed Circuit,15 Jun 22,19:30,3rd & 4th,Regional C+,Band 5,"3rd, 4th"
1439,1439,262295,PNECC - Dick Evans Memorial Summer Series = Powered by NoPinz #4,15/06/22,Wed,Closed Circuit,15 Jun 22,20:15,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
1441,1441,263776,Marsh Tracks Summer Series Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,18:30,C/D Females,Go-Ride Racing,,"C, D"
1442,1442,263776,Marsh Tracks Summer Series Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,18:30,C/D Males,Go-Ride Racing,,D
1443,1443,263776,Marsh Tracks Summer Series Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,18:30,U12 Boys,Go-Ride Racing,,C
1444,1444,263776,Marsh Tracks Summer Series Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,18:30,U12 Girls,Go-Ride Racing,,C
1445,1445,263776,Marsh Tracks Summer Series Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,19:00,U14 Boys,Youth Only,Band 5 (<10 Entrants),B
1446,1446,263776,Marsh Tracks Summer Series Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,19:00,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
1447,1447,263776,Marsh Tracks Summer Series Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,19:00,U16 Boys,Youth Only,Band 5 (<10 Entrants),A
1448,1448,263776,Marsh Tracks Summer Series Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,19:00,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
1449,1449,263776,Marsh Tracks Summer Series Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,19:45,Men E123,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
1450,1450,263776,Marsh Tracks Summer Series Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,19:45,Women E123,Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, Elite"
1452,1452,264259,RRPCC Go-Ride summer cyclocross 1,15/06/22,Wed,Cyclo-Cross,15 Jun 22,01:00,U10 Girls,Go-Ride Racing,,Youth
1453,1453,264259,RRPCC Go-Ride summer cyclocross 1,15/06/22,Wed,Cyclo-Cross,15 Jun 22,01:00,U12 Girls,Go-Ride Racing,,
1454,1454,264259,RRPCC Go-Ride summer cyclocross 1,15/06/22,Wed,Cyclo-Cross,15 Jun 22,01:00,U14 Girls,Go-Ride Racing,,
1455,1455,264259,RRPCC Go-Ride summer cyclocross 1,15/06/22,Wed,Cyclo-Cross,15 Jun 22,01:00,U6 Boys,Go-Ride Racing,,
1456,1456,264259,RRPCC Go-Ride summer cyclocross 1,15/06/22,Wed,Cyclo-Cross,15 Jun 22,01:00,U8 Boys,Go-Ride Racing,,
1457,1457,264259,RRPCC Go-Ride summer cyclocross 1,15/06/22,Wed,Cyclo-Cross,15 Jun 22,18:00,U10 Boys,Go-Ride Racing,,
1458,1458,264259,RRPCC Go-Ride summer cyclocross 1,15/06/22,Wed,Cyclo-Cross,15 Jun 22,18:00,U12 Boys,Go-Ride Racing,,
1459,1459,264259,RRPCC Go-Ride summer cyclocross 1,15/06/22,Wed,Cyclo-Cross,15 Jun 22,18:00,U14 Boys,Go-Ride Racing,,
1460,1460,264259,RRPCC Go-Ride summer cyclocross 1,15/06/22,Wed,Cyclo-Cross,15 Jun 22,18:00,U16 Boys,Go-Ride Racing,,
1461,1461,264259,RRPCC Go-Ride summer cyclocross 1,15/06/22,Wed,Cyclo-Cross,15 Jun 22,18:00,U8 Girls,Go-Ride Racing,,
1463,1463,264380,White Rose youth League - Wednesday 4,15/06/22,Wed,Closed Circuit,15 Jun 22,20:30,U16 Boys,Youth Only,Band 5 (<10 Entrants),A
1464,1464,264380,White Rose youth League - Wednesday 4,15/06/22,Wed,Closed Circuit,15 Jun 22,19:30,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
1465,1465,264380,White Rose youth League - Wednesday 4,15/06/22,Wed,Closed Circuit,15 Jun 22,20:00,U14 Boys,Youth Only,Band 5 (<10 Entrants),B
1466,1466,264380,White Rose youth League - Wednesday 4,15/06/22,Wed,Closed Circuit,15 Jun 22,19:30,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
1467,1467,264380,White Rose youth League - Wednesday 4,15/06/22,Wed,Closed Circuit,15 Jun 22,19:15,U12 Boys,Youth Only,,C
1468,1468,264380,White Rose youth League - Wednesday 4,15/06/22,Wed,Closed Circuit,15 Jun 22,19:15,U12 Girls,Youth Only,,C
1469,1469,264380,White Rose youth League - Wednesday 4,15/06/22,Wed,Closed Circuit,15 Jun 22,19:00,U10 Boys,Youth Only,,D
1470,1470,264380,White Rose youth League - Wednesday 4,15/06/22,Wed,Closed Circuit,15 Jun 22,19:00,U10 Girls,Youth Only,,D
1471,1471,264380,White Rose youth League - Wednesday 4,15/06/22,Wed,Closed Circuit,15 Jun 22,18:45,U8 Boys,Youth Only,,E
1472,1472,264380,White Rose youth League - Wednesday 4,15/06/22,Wed,Closed Circuit,15 Jun 22,18:45,U8 Girls,Youth Only,,E
1474,1474,265023,Oxfordshire Road Race League & ART Summer Series Kick Off,15/06/22,Wed,Closed Circuit,15 Jun 22,18:30,Mens 4th Cat Race,Regional C+,Band 5,4th
1475,1475,265023,Oxfordshire Road Race League & ART Summer Series Kick Off,15/06/22,Wed,Closed Circuit,15 Jun 22,18:31,Mens E12 Race,Regional C+,Band 5,"1st, 2nd, Elite"
1476,1476,265023,Oxfordshire Road Race League & ART Summer Series Kick Off,15/06/22,Wed,Closed Circuit,15 Jun 22,19:30,ORRL Mens 3/4 Race,Regional C+,Band 5,"3rd, 4th"
1477,1477,265023,Oxfordshire Road Race League & ART Summer Series Kick Off,15/06/22,Wed,Closed Circuit,15 Jun 22,19:31,ORRL Womens 234 Race,Regional C+,Band 5,"2nd, 3rd, 4th"
1479,1479,265114,National Bowl Midweek Youth Racing 2022: Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,01:00,U10 Girls,Youth Only,,D
1480,1480,265114,National Bowl Midweek Youth Racing 2022: Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,01:00,U12 Girls,Youth Only,,C
1481,1481,265114,National Bowl Midweek Youth Racing 2022: Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,19:10,U16 Boys,Youth Only,Band 5 (<10 Entrants),A
1482,1482,265114,National Bowl Midweek Youth Racing 2022: Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,19:10,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
1483,1483,265114,National Bowl Midweek Youth Racing 2022: Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,19:10,U14 Boys,Youth Only,Band 5 (<10 Entrants),B
1484,1484,265114,National Bowl Midweek Youth Racing 2022: Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,19:10,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
1485,1485,265114,National Bowl Midweek Youth Racing 2022: Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,18:50,U12 Boys,Go-Ride Racing,,C
1486,1486,265114,National Bowl Midweek Youth Racing 2022: Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,18:35,U10 Boys,Go-Ride Racing,,D
1487,1487,265114,National Bowl Midweek Youth Racing 2022: Race 2,15/06/22,Wed,Closed Circuit,15 Jun 22,18:30,U8 Boys,Go-Ride Racing,,E
1489,1489,266195,Sherwood Pines Time Trails Rd 3,15/06/22,Wed,MTB XC,15 Jun 22,19:00,Sherwood Pines Cycles Time Trial Rd 3,Go-MTB,,
1491,1491,266772,Rás Tailteann,19/06/22,Wed,Road,15 Jun 22,01:00,Stage 1,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
1492,1492,266772,Rás Tailteann,19/06/22,Wed,Road,16 Jun 22,01:00,Stage 2,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
1493,1493,266772,Rás Tailteann,19/06/22,Wed,Road,17 Jun 22,01:00,Stage 3,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
1494,1494,266772,Rás Tailteann,19/06/22,Wed,Road,18 Jun 22,01:00,Stage 4,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
1495,1495,266772,Rás Tailteann,19/06/22,Wed,Road,19 Jun 22,01:00,Stage 5,Foreign National,Band 4,"1st, 2nd, 3rd, 4th, Elite"
1496,1496,266772,Rás Tailteann,19/06/22,Wed,Road,19 Jun 22,01:01,Final Classification,Foreign National,Band 2,"1st, 2nd, 3rd, Elite"
1498,1498,266773,Baloise Belgium Tour (UCI/2.Pro),19/06/22,Wed,Road,15 Jun 22,01:00,Stage 1,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
1499,1499,266773,Baloise Belgium Tour (UCI/2.Pro),19/06/22,Wed,Road,16 Jun 22,01:00,Stage 2,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
1500,1500,266773,Baloise Belgium Tour (UCI/2.Pro),19/06/22,Wed,Road,17 Jun 22,01:00,Stage 3,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
1501,1501,266773,Baloise Belgium Tour (UCI/2.Pro),19/06/22,Wed,Road,18 Jun 22,01:00,Stage 4,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
1502,1502,266773,Baloise Belgium Tour (UCI/2.Pro),19/06/22,Wed,Road,19 Jun 22,01:00,Stage 5,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
1503,1503,266773,Baloise Belgium Tour (UCI/2.Pro),19/06/22,Wed,Road,19 Jun 22,01:00,Final Classification,Foreign National,Band 1,"1st, 2nd, 3rd, Elite"
1505,1505,266925,Tour of Slovenia (UCI/2.Pro),19/06/22,Wed,Road,15 Jun 22,01:00,Stage 1,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
1506,1506,266925,Tour of Slovenia (UCI/2.Pro),19/06/22,Wed,Road,16 Jun 22,01:00,Stage 2,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
1507,1507,266925,Tour of Slovenia (UCI/2.Pro),19/06/22,Wed,Road,17 Jun 22,01:00,Stage 3,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
1508,1508,266925,Tour of Slovenia (UCI/2.Pro),19/06/22,Wed,Road,18 Jun 22,01:00,Stage 4,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
1509,1509,266925,Tour of Slovenia (UCI/2.Pro),19/06/22,Wed,Road,19 Jun 22,01:00,Stage 5,Foreign National,Band 3,"1st, 2nd, Elite"
1511,1511,266986,Crankworx Innsbruck,19/06/22,Wed,MTB DH,15 Jun 22,01:00,Men Elite,Foreign National,MTB DH National B,"Elite, Expert"
1512,1512,266986,Crankworx Innsbruck,19/06/22,Wed,MTB DH,15 Jun 22,01:00,Women Elite,Foreign National,MTB DH National B,"Elite, Junior"
1514,1514,259949,Brooks Cycles Track League 2022 #7,16/06/22,Thu,Track League,16 Jun 22,19:15,Youth/Juniors/Students,Regional C,,"1st, 2nd, 3rd, 4th, A, B, C, D, E, Elite, Junior"
1515,1515,259949,Brooks Cycles Track League 2022 #7,16/06/22,Thu,Track League,16 Jun 22,19:15,E/1/2/3/4 Senior,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
1517,1517,260576,CDPP Sport Crit Series 2022 # 9,16/06/22,Thu,Closed Circuit,16 Jun 22,20:00,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
1518,1518,260576,CDPP Sport Crit Series 2022 # 9,16/06/22,Thu,Closed Circuit,16 Jun 22,19:10,3/4,Regional C+,Band 5,"3rd, 4th"
1519,1519,260576,CDPP Sport Crit Series 2022 # 9,16/06/22,Thu,Closed Circuit,16 Jun 22,18:30,U16 Boys,Youth Only,Band 5,A
1520,1520,260576,CDPP Sport Crit Series 2022 # 9,16/06/22,Thu,Closed Circuit,16 Jun 22,18:30,U16 Girls,Youth Only,Band 5,A
1521,1521,260576,CDPP Sport Crit Series 2022 # 9,16/06/22,Thu,Closed Circuit,16 Jun 22,18:30,U14 Boys,Youth Only,Band 5,B
1522,1522,260576,CDPP Sport Crit Series 2022 # 9,16/06/22,Thu,Closed Circuit,16 Jun 22,18:30,U14 Girls,Youth Only,Band 5,B
1524,1524,260805,King and Queen of the Bowl Criterium series Races 2022 Race 3,16/06/22,Thu,Closed Circuit,16 Jun 22,18:00,4th Cat Only,Regional C+,Band 5,4th
1525,1525,260805,King and Queen of the Bowl Criterium series Races 2022 Race 3,16/06/22,Thu,Closed Circuit,16 Jun 22,18:01,Women (E/1/2/3/4),Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
1526,1526,260805,King and Queen of the Bowl Criterium series Races 2022 Race 3,16/06/22,Thu,Closed Circuit,16 Jun 22,19:00,Men's E123,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
1527,1527,260805,King and Queen of the Bowl Criterium series Races 2022 Race 3,16/06/22,Thu,Closed Circuit,16 Jun 22,19:01,Mens 3/4,Regional C+,Band 5,"3rd, 4th"
1529,1529,261322,SSSCCRRL Round 5 (Cancelled),16/06/22,Thu,Road,16 Jun 22,19:00,E/1/2/3/4,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
1531,1531,260140,Full Gas Summer Circuit Series Event #10 (Cancelled),16/06/22,Thu,Closed Circuit,16 Jun 22,19:00,Masters 40+,Regional Masters C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
1532,1532,260140,Full Gas Summer Circuit Series Event #10 (Cancelled),16/06/22,Thu,Closed Circuit,16 Jun 22,19:00,Masters 50+,Regional Masters C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
1534,1534,261710,Lewes Wanderers Crits Race 3 2022,16/06/22,Thu,Road,16 Jun 22,19:15,3/4,Regional B,Band 4,"3rd, 4th"
1536,1536,262446,Border Trophy Round 4 10 mile TT Kelso,16/06/22,Thu,Time Trial,16 Jun 22,19:00,E/1/2/3/4,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
1538,1538,262590,"SummerCX with Sprockets CC, Banjo Cycles and Eventrex - Race 5",16/06/22,Thu,Cyclo-Cross,16 Jun 22,17:30,Under 10 Boys and Girls,Go-Cross,,Under 12
1539,1539,262590,"SummerCX with Sprockets CC, Banjo Cycles and Eventrex - Race 5",16/06/22,Thu,Cyclo-Cross,16 Jun 22,17:50,Under 12 Girls and Boys,Go-Cross,,Under 12
1540,1540,262590,"SummerCX with Sprockets CC, Banjo Cycles and Eventrex - Race 5",16/06/22,Thu,Cyclo-Cross,16 Jun 22,18:15,Under 14 & 16 Boys,Go-Cross,,"Youth U14, Youth U16"
1541,1541,262590,"SummerCX with Sprockets CC, Banjo Cycles and Eventrex - Race 5",16/06/22,Thu,Cyclo-Cross,16 Jun 22,18:45,"Junior, Senior and Veteran Women",Go-Cross,,"Junior, Senior, Under 23, Vet 40-49, Vet 50+, Vet 50-59, Vet 60+, Veteran, Women"
1542,1542,262590,"SummerCX with Sprockets CC, Banjo Cycles and Eventrex - Race 5",16/06/22,Thu,Cyclo-Cross,16 Jun 22,19:05,Under 14 & 16 Girls,Go-Cross,,"Youth U14, Youth U16"
1543,1543,262590,"SummerCX with Sprockets CC, Banjo Cycles and Eventrex - Race 5",16/06/22,Thu,Cyclo-Cross,16 Jun 22,19:35,"Junior, Senior and Veteran Men",Go-Cross,,"Junior, Senior, Under 23, Vet 40-49, Vet 50+, Vet 50-59, Vet 60+, Veteran"
1545,1545,263534,Kings Lynn MTB Time Trial 2022 #3,16/06/22,Thu,MTB XC,16 Jun 22,19:00,Kings Lynn MTB Time Trials 2022 - Round 3,Go-MTB,,"Elite, Expert, G/Vet, Junior, Juvenile, Master, N/A, S/Vet, Senior, Sport, Veteran, Youth"
1547,1547,263919,Team LDN - Brother UK Summer Crit Series 2,16/06/22,Thu,Closed Circuit,16 Jun 22,19:15,E/1/2,Regional C+,Band 5,"1st, 2nd, Elite"
1548,1548,263919,Team LDN - Brother UK Summer Crit Series 2,16/06/22,Thu,Closed Circuit,16 Jun 22,19:16,3/4,Regional C+,Band 5,"3rd, 4th"
1549,1549,263919,Team LDN - Brother UK Summer Crit Series 2,16/06/22,Thu,Closed Circuit,16 Jun 22,19:18,Womens E/1/2/3/4,Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
1551,1551,264120,CCA Twilight Zone Crits #8,16/06/22,Thu,Closed Circuit,16 Jun 22,18:30,Cat 3/4 (+women of any category),Regional C+,Band 5,"3rd, 4th"
1552,1552,264120,CCA Twilight Zone Crits #8,16/06/22,Thu,Closed Circuit,16 Jun 22,18:30,Dual Race Entry - Eligible Riders Only,Regional C+,,"1st, 2nd, 3rd, Elite"
1553,1553,264120,CCA Twilight Zone Crits #8,16/06/22,Thu,Closed Circuit,16 Jun 22,19:35,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
1555,1555,264834,"Squadra presents the ""inbetween weeks"" Ennerdale crits",16/06/22,Thu,Closed Circuit,16 Jun 22,18:30,3/4 Race,Regional C+,Band 5,"3rd, 4th"
1556,1556,264834,"Squadra presents the ""inbetween weeks"" Ennerdale crits",16/06/22,Thu,Closed Circuit,16 Jun 22,19:20,2/3/4 Race,Regional C+,Band 5,"2nd, 3rd, 4th"
1558,1558,249952,PORTSMOUTH EVENING CIRCUITS #12,17/06/22,Fri,Closed Circuit,17 Jun 22,18:00,U8 Boys & Girls,Youth Only,,E
1559,1559,249952,PORTSMOUTH EVENING CIRCUITS #12,17/06/22,Fri,Closed Circuit,17 Jun 22,18:00,U10 Boys & Girls,Youth Only,,D
1560,1560,249952,PORTSMOUTH EVENING CIRCUITS #12,17/06/22,Fri,Closed Circuit,17 Jun 22,18:15,U12 Boys & Girls,Youth Only,,C
1561,1561,249952,PORTSMOUTH EVENING CIRCUITS #12,17/06/22,Fri,Closed Circuit,17 Jun 22,18:30,U14 Boys,Youth Only,Band 5 (<10 Entrants),B
1562,1562,249952,PORTSMOUTH EVENING CIRCUITS #12,17/06/22,Fri,Closed Circuit,17 Jun 22,18:30,U16 Boys,Youth Only,Band 5 (<10 Entrants),A
1563,1563,249952,PORTSMOUTH EVENING CIRCUITS #12,17/06/22,Fri,Closed Circuit,17 Jun 22,19:00,4th Cat Only,Regional C+,Band 5,4th
1564,1564,249952,PORTSMOUTH EVENING CIRCUITS #12,17/06/22,Fri,Closed Circuit,17 Jun 22,19:30,3rd Cat only,Regional C+,Band 5,3rd
1565,1565,249952,PORTSMOUTH EVENING CIRCUITS #12,17/06/22,Fri,Closed Circuit,17 Jun 22,20:15,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
1567,1567,257139,Welwyn Track League 2022 #7,17/06/22,Fri,Track League,17 Jun 22,19:00,Youths,Youth Only,Band 5,"A, B, C, D, E"
1568,1568,257139,Welwyn Track League 2022 #7,17/06/22,Fri,Track League,17 Jun 22,19:15,Senior A and Senior B,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
1570,1570,257907,FJBC Summer Dirt Crits 2022 Round 3,17/06/22,Fri,MTB XC,17 Jun 22,01:00,Junior Female,Non-Ranking,,Junior
1571,1571,257907,FJBC Summer Dirt Crits 2022 Round 3,17/06/22,Fri,MTB XC,17 Jun 22,17:30,Under 8 Boys,Go-Ride Racing,,
1572,1572,257907,FJBC Summer Dirt Crits 2022 Round 3,17/06/22,Fri,MTB XC,17 Jun 22,17:30,Under 8 Girls,Go-Ride Racing,,
1573,1573,257907,FJBC Summer Dirt Crits 2022 Round 3,17/06/22,Fri,MTB XC,17 Jun 22,18:00,Under 10 Boys,Go-Ride Racing,,
1574,1574,257907,FJBC Summer Dirt Crits 2022 Round 3,17/06/22,Fri,MTB XC,17 Jun 22,18:00,Under 10 Girls,Go-Ride Racing,,
1575,1575,257907,FJBC Summer Dirt Crits 2022 Round 3,17/06/22,Fri,MTB XC,17 Jun 22,18:30,Under 12 Boys,Go-Ride Racing,,
1576,1576,257907,FJBC Summer Dirt Crits 2022 Round 3,17/06/22,Fri,MTB XC,17 Jun 22,18:30,Under 12 Girls,Go-Ride Racing,,
1577,1577,257907,FJBC Summer Dirt Crits 2022 Round 3,17/06/22,Fri,MTB XC,17 Jun 22,19:20,Under 14 Boys,Go-Ride Racing,,"Juvenile, N/A"
1578,1578,257907,FJBC Summer Dirt Crits 2022 Round 3,17/06/22,Fri,MTB XC,17 Jun 22,19:20,Under 14 Girls,Go-Ride Racing,,"Juvenile, N/A"
1579,1579,257907,FJBC Summer Dirt Crits 2022 Round 3,17/06/22,Fri,MTB XC,17 Jun 22,19:20,Under 16 Boys,Go-Ride Racing,,"N/A, Youth"
1580,1580,257907,FJBC Summer Dirt Crits 2022 Round 3,17/06/22,Fri,MTB XC,17 Jun 22,19:20,Under 16 Girls,Go-Ride Racing,,"N/A, Youth"
1581,1581,257907,FJBC Summer Dirt Crits 2022 Round 3,17/06/22,Fri,MTB XC,17 Jun 22,20:00,Junior Male,Non-Ranking,,"Junior, N/A"
1583,1583,258849,Spring In the Park 2022 #7 Individual TT,17/06/22,Fri,Closed Circuit,17 Jun 22,18:30,U8 Boys,Youth Only,,E
1584,1584,258849,Spring In the Park 2022 #7 Individual TT,17/06/22,Fri,Closed Circuit,17 Jun 22,18:30,U8 Girls,Youth Only,,E
1585,1585,258849,Spring In the Park 2022 #7 Individual TT,17/06/22,Fri,Closed Circuit,17 Jun 22,18:45,U10 Boys,Youth Only,,D
1586,1586,258849,Spring In the Park 2022 #7 Individual TT,17/06/22,Fri,Closed Circuit,17 Jun 22,18:45,U10 Girls,Youth Only,,D
1587,1587,258849,Spring In the Park 2022 #7 Individual TT,17/06/22,Fri,Closed Circuit,17 Jun 22,19:10,U12 Boys,Youth Only,,C
