,Unnamed: 0,Event_ID,Event_Title,Event_Date,Event_Day,Event_Type,Race_Date,Race_Time,Race_Name,Race_Classification,Race_Band,Race_Category
20,20,298114,Pearce Cycles DH Series 2024 Round 3,01/09/24,Sat,MTB DH,31 Aug 24,11:00,Master,MTB Regional A,MTB DH Regional A,Master
21,21,298114,Pearce Cycles DH Series 2024 Round 3,01/09/24,Sat,MTB DH,31 Aug 24,11:00,Veteran,MTB Regional A,MTB DH Regional A,Veteran
22,22,298114,Pearce Cycles DH Series 2024 Round 3,01/09/24,Sat,MTB DH,31 Aug 24,11:00,Grand Veteran,MTB Regional A,MTB DH Regional A,"G/Vet, Veteran"
23,23,298114,Pearce Cycles DH Series 2024 Round 3,01/09/24,Sat,MTB DH,31 Aug 24,11:00,Elite Women,MTB Regional A,MTB DH Regional A,Elite
24,24,298114,Pearce Cycles DH Series 2024 Round 3,01/09/24,Sat,MTB DH,31 Aug 24,11:00,Senior Women,MTB Regional A,MTB DH Regional A,"G/Vet, Master, Senior, Veteran"
25,25,298114,Pearce Cycles DH Series 2024 Round 3,01/09/24,Sat,MTB DH,31 Aug 24,11:00,Junior Women,MTB Regional A,MTB DH Regional A,"Junior, Juvenile, Youth"
26,26,298114,Pearce Cycles DH Series 2024 Round 3,01/09/24,Sat,MTB DH,31 Aug 24,11:00,Juvenile,MTB Regional A,MTB DH Regional A,Juvenile
27,27,298114,Pearce Cycles DH Series 2024 Round 3,01/09/24,Sat,MTB DH,31 Aug 24,11:00,Youth,MTB Regional A,MTB DH Regional A,Youth
28,28,298114,Pearce Cycles DH Series 2024 Round 3,01/09/24,Sat,MTB DH,31 Aug 24,11:00,Junior,MTB Regional A,MTB DH Regional A,Junior
30,30,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,U8's Girls,Go-Ride,,
31,31,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,09:45,U8's Boys,Go-Ride,,
32,32,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,U10's Girls,Go-Ride,,
33,33,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,10:00,U10's Boys,Go-Ride,,
34,34,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,U12's Girls,Go-Ride,,
35,35,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,U12's Boys,Go-Ride,,
36,36,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,U14's Girls,Youth Only,Band 5 (<10 Entrants),"A, B, C, D, E, N/A"
37,37,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,U14's Boys,Youth Only,Band 5 (<10 Entrants),"A, B, C, D, E, N/A"
38,38,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,10:20,U16's Boys,Youth Only,Band 5 (<10 Entrants),"A, B, C, D, E"
39,39,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,11:00,Female E/1/2/3,National B,Band 5 (<10 Entrants),"1st, 2nd, 3rd, Elite"
40,40,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,12:30,Female 4th Only,Regional C+,Band 5 (<10 Entrants),4th
41,41,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,13:15,3/4,Regional C+,Band 5,"3rd, 4th"
42,42,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,14:15,E/1/2/3,National B,Band 3,"1st, 2nd, 3rd, Elite"
43,43,294316,Melton Olympic CC Summer Crit - BUCL Round 4,01/09/24,Sun,Closed Circuit,1 Sep 24,15:30,4th Only,Regional C+,Band 5,4th
45,45,298569,Jef Schils Memorial RR 2024,01/09/24,Sun,Road,1 Sep 24,13:30,Jef Schils Memorial RR 2024,National B,Band 2,"1st, 2nd, 3rd, Elite"
47,47,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Elite,MTB Regional A,MTB DH Regional A,Elite
48,48,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Elite/Expert,MTB Regional A,MTB DH Regional A,"Elite, Expert"
49,49,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Grand Veteran,MTB Regional A,MTB DH Regional A,G/Vet
50,50,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Veteran,MTB Regional A,MTB DH Regional A,Veteran
51,51,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Master,MTB Regional A,MTB DH Regional A,Master
52,52,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Senior,MTB Regional A,MTB DH Regional A,Senior
53,53,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Women 19+,MTB Regional A,MTB DH Regional A,"G/Vet, Master, Senior, Veteran"
54,54,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Women U19,MTB Regional A,MTB DH Regional A,"Junior, Juvenile, Youth"
55,55,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Junior,MTB Regional A,MTB DH Regional A,Junior
56,56,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Youth,MTB Regional A,MTB DH Regional A,Youth
57,57,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Juvenile,MTB Regional A,MTB DH Regional A,Juvenile
58,58,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Ripper,Non-Ranking,,12 and under
59,59,298920,Stockport World Downhill Series Round 3 - North West Champs,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Hardtail Mixed,Non-Ranking,,
61,61,300587,Welsh Road Race Championships 2024,01/09/24,Sun,Road,1 Sep 24,10:00,Junior Womens South Regional Road Race Championships,Regional Junior Only,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Junior"
62,62,300587,Welsh Road Race Championships 2024,01/09/24,Sun,Road,1 Sep 24,10:00,Junior Womens South West Regional Road Race Championships,Regional Junior Only,Band 3,Junior
63,63,300587,Welsh Road Race Championships 2024,01/09/24,Sun,Road,1 Sep 24,10:00,Junior Womens Welsh Road Race Championships,Regional Junior Only,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Junior"
64,64,300587,Welsh Road Race Championships 2024,01/09/24,Sun,Road,1 Sep 24,10:00,Womens South Regional Road Race Championships,Women Only,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
65,65,300587,Welsh Road Race Championships 2024,01/09/24,Sun,Road,1 Sep 24,10:00,Womens South West Regional Road Race Championships,Women Only,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
66,66,300587,Welsh Road Race Championships 2024,01/09/24,Sun,Road,1 Sep 24,10:00,Womens Welsh Road Race Championships,Women Only,Band 3,"1st, 2nd, 3rd, 4th, Elite"
67,67,300587,Welsh Road Race Championships 2024,01/09/24,Sun,Road,1 Sep 24,14:00,Junior Open Road Race Championships,Regional Junior Only,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Junior"
68,68,300587,Welsh Road Race Championships 2024,01/09/24,Sun,Road,1 Sep 24,14:00,Masters C-D (40-49) Open Road Race Championships,Regional Masters A,Band 3,"1st, 2nd, 3rd, 4th, Elite"
69,69,300587,Welsh Road Race Championships 2024,01/09/24,Sun,Road,1 Sep 24,14:00,Masters E+ (50+) Open Road Race Championships,Regional Masters A,Band 3,"1st, 2nd, 3rd, 4th, Elite"
70,70,300587,Welsh Road Race Championships 2024,01/09/24,Sun,Road,1 Sep 24,14:00,Senior Open Championships,National B,Band 2,"1st, 2nd, 3rd, 4th, Elite"
72,72,302829,School Games 2024 - Inter Regional Road Championship,01/09/24,Sun,Closed Circuit,1 Sep 24,08:00,Regional Teams,Youth Only,Band 4,"A, B"
74,74,301900,Doddington XC Race,01/09/24,Sun,MTB XC,1 Sep 24,10:00,U6/U8 Race,Go-Ride Racing,,Youth
75,75,301900,Doddington XC Race,01/09/24,Sun,MTB XC,1 Sep 24,10:30,U10/U12 Race,Go-Ride Racing,,Youth
76,76,301900,Doddington XC Race,01/09/24,Sun,MTB XC,1 Sep 24,11:30,U14/U16 Race,Go-Ride Racing,,Youth
77,77,301900,Doddington XC Race,01/09/24,Sun,MTB XC,1 Sep 24,12:30,Open/Female Fun Race,Go-MTB,,"Junior, Senior"
78,78,301900,Doddington XC Race,01/09/24,Sun,MTB XC,1 Sep 24,13:30,Female 16+ Ranking Race,MTB Regional C,MTB XC Regional C,"Elite, Expert, G/Vet, Junior, Master, Senior, Sport, Veteran"
79,79,301900,Doddington XC Race,01/09/24,Sun,MTB XC,1 Sep 24,13:30,Open 16+ Ranking Race Race,MTB Regional C,MTB XC Regional C,"Elite, Expert, G/Vet, Junior, Master, Senior, Sport, Veteran"
81,81,305294,Will Houghton Circuit Races,01/09/24,Sun,Closed Circuit,1 Sep 24,13:00,Women's Team Cup Race,National B,Band 3,"1st, 2nd, 3rd, Elite"
82,82,305294,Will Houghton Circuit Races,01/09/24,Sun,Closed Circuit,1 Sep 24,15:00,Men's 2/3 Race,Regional A,Band 4,"2nd, 3rd"
84,84,303404,The Mid Lands Off-Road Collective R3 (Cancelled),01/09/24,Sun,MTB XC,1 Sep 24,10:00,U6/U8 Race,Go-Ride Racing,,Youth
85,85,303404,The Mid Lands Off-Road Collective R3 (Cancelled),01/09/24,Sun,MTB XC,1 Sep 24,10:30,U10/U12 Race,Go-Ride Racing,,Youth
86,86,303404,The Mid Lands Off-Road Collective R3 (Cancelled),01/09/24,Sun,MTB XC,1 Sep 24,11:30,U14/U16 Race,Go-Ride Racing,,Youth
87,87,303404,The Mid Lands Off-Road Collective R3 (Cancelled),01/09/24,Sun,MTB XC,1 Sep 24,12:30,Female 16+ Beginner Race,Go-MTB,,"Junior, Senior"
88,88,303404,The Mid Lands Off-Road Collective R3 (Cancelled),01/09/24,Sun,MTB XC,1 Sep 24,12:30,Female 16+ Experienced Race,Go-MTB,,"Junior, Senior"
89,89,303404,The Mid Lands Off-Road Collective R3 (Cancelled),01/09/24,Sun,MTB XC,1 Sep 24,13:30,Open 16+ Beginner Race,Go-MTB,,"Junior, Senior"
90,90,303404,The Mid Lands Off-Road Collective R3 (Cancelled),01/09/24,Sun,MTB XC,1 Sep 24,13:30,Open 16+ Experienced Race,Go-MTB,,"Junior, Senior"
92,92,305751,Crickley Flyers Go Ride Super Series Round 2,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Female 17-34,Go-MTB,,
93,93,305751,Crickley Flyers Go Ride Super Series Round 2,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Female O35,Go-MTB,,
94,94,305751,Crickley Flyers Go Ride Super Series Round 2,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Male 17-34,Go-MTB,,
95,95,305751,Crickley Flyers Go Ride Super Series Round 2,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Male O35,Go-MTB,,
96,96,305751,Crickley Flyers Go Ride Super Series Round 2,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Under 12 Boys,Go-Ride Racing,,
97,97,305751,Crickley Flyers Go Ride Super Series Round 2,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Under 12 Girls,Go-Ride Racing,,
98,98,305751,Crickley Flyers Go Ride Super Series Round 2,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Under 16 Boys,Go-Ride Racing,,
99,99,305751,Crickley Flyers Go Ride Super Series Round 2,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Under 16 Girls,Go-Ride Racing,,
100,100,305751,Crickley Flyers Go Ride Super Series Round 2,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Under 6 Boys,Go-Ride Racing,,
101,101,305751,Crickley Flyers Go Ride Super Series Round 2,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Under 6 Girls,Go-Ride Racing,,
102,102,305751,Crickley Flyers Go Ride Super Series Round 2,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Under 9 Boys,Go-Ride Racing,,
103,103,305751,Crickley Flyers Go Ride Super Series Round 2,01/09/24,Sun,MTB DH,1 Sep 24,09:00,Under 9 Girls,Go-Ride Racing,,
105,105,306014,Nick Clayton Memorial Road Race,01/09/24,Sun,Road,1 Sep 24,10:00,Nick Clayton Memorial Road Race,Regional A,Band 3,"2nd, 3rd, 4th, N/A"
107,107,306351,Surrey League Road Race (VC Godalming & Haslemere),01/09/24,Sun,Road,1 Sep 24,09:30,2/3 women,Women Only,Band 5 (<10 Entrants),"2nd, 3rd"
108,108,306351,Surrey League Road Race (VC Godalming & Haslemere),01/09/24,Sun,Road,1 Sep 24,09:30,3rd Cat only,Regional B,Band 4,3rd
109,109,306351,Surrey League Road Race (VC Godalming & Haslemere),01/09/24,Sun,Road,1 Sep 24,13:30,2/3,Regional A,Band 3,"2nd, 3rd"
111,111,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,10:30,Under 12 Girl,Non-Ranking,,
112,112,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,10:30,Under 12 Boy,Non-Ranking,,
113,113,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,11:15,Juvenile Female,MTB Regional A,MTB XC Regional A,Juvenile
114,114,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,11:15,Juvenile Open,MTB Regional A,MTB XC Regional A,Juvenile
115,115,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,11:15,Youth Female,MTB Regional A,MTB XC Regional A,Youth
116,116,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,11:15,Youth Open,MTB Regional A,MTB XC Regional A,Youth
117,117,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,14:00,Junior Female,MTB Regional A,MTB XC Regional A,Junior
118,118,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,14:00,Junior Open,MTB Regional A,MTB XC Regional A,Junior
119,119,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,11:15,Master Female (30-39),MTB Regional A,MTB XC Regional A,"Elite, Expert, Senior, Sport"
120,120,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,14:00,Master Open (30-39),MTB Regional A,MTB XC Regional A,"Elite, Expert, Senior, Sport"
121,121,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,14:00,Senior Female,MTB Regional A,MTB XC Regional A,"Elite, Expert, Senior, Sport"
122,122,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,14:00,Senior Open,MTB Regional A,MTB XC Regional A,"Elite, Expert, Senior, Sport"
123,123,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,11:15,Master Female (40-49),MTB Regional A,MTB XC Regional A,"Elite, Expert, Veteran"
124,124,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,11:15,Master Female (50-59),MTB Regional A,MTB XC Regional A,"G/Vet, Master, Veteran"
125,125,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,11:15,Master Female (60+),MTB Regional A,MTB XC Regional A,"Master, S/Vet, Veteran"
126,126,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,14:00,Master Open (40-49),MTB Regional A,MTB XC Regional A,"Elite, Expert, Veteran"
127,127,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,14:00,Master Open (50-59),MTB Regional A,MTB XC Regional A,G/Vet
128,128,306360,Scottish National MTB XC Championships: Comrie Croft,01/09/24,Sun,MTB XC,1 Sep 24,11:15,Master Open (60+),MTB Regional A,MTB XC Regional A,S/Vet
130,130,306480,Jack Campbell Memorial Road Race,01/09/24,Sun,Road,1 Sep 24,10:15,Jack Campbell Memorial Road Race,Regional A,Band 3,"2nd, 3rd, 4th, N/A"
132,132,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,14:00,Come and give it a go! Race for beginners only,Go-Race,,"4th, N/A"
133,133,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,Youth E Girls,Youth Only,,"A, B, C, D, E, N/A"
134,134,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,Youth E Boys,Youth Only,,"A, B, C, D, E, N/A"
135,135,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,Youth D Girls,Youth Only,,"A, B, C, D, E, N/A"
136,136,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,Youth D Boys,Youth Only,,"A, B, C, D, E, N/A"
137,137,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,11:00,Youth C Boys,Youth Only,,"C, D, E, N/A"
138,138,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,11:00,Youth C Girls,Youth Only,,"C, D, E, N/A"
139,139,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,07:00,Kalas Cup Stage Race - Overall,National B,Band 3,"1st, 2nd, 3rd, Elite, Junior"
140,140,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,Kalas Cup Stage 1 - Individual Time Trial,National B,Band 4,"1st, 2nd, 3rd, Elite, Junior"
141,141,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,12:00,Kalas Cup Stage 2 - Team Time Trial,National B,Band 4,"1st, 2nd, 3rd, Elite, Junior"
142,142,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,15:00,Kalas Cup Stage 3 - Circuit Race,National B,Band 4,"1st, 2nd, 3rd, Elite, Junior"
143,143,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,07:00,White Lake Tor Stage Race - Overall,Regional B,Band 4,"3rd, 4th, Junior, N/A"
144,144,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,White Lake Tor Stage 1 - Individual Time Trial,Regional B,Band 5,"3rd, 4th, Junior, N/A"
145,145,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,12:00,White Lake Tor Stage 2 - Team Time Trial,Regional B,Band 5,"3rd, 4th, Junior, N/A"
146,146,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,15:00,Whitelake Tor Stage 3 - Circuit Race,Regional B,Band 5,"3rd, 4th, Junior, N/A"
147,147,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,07:00,Youth A Boys Overall,Youth Only,Band 5 (<10 Entrants),"A, B"
148,148,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,Youth B Boys Stage 1 - Individual Time Trial,Youth Only,Band 5 (<10 Entrants),"A, B"
149,149,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,14:00,Youth A Boys Stage 2 - Circuit Race,Youth Only,Band 5 (<10 Entrants),"A, B"
150,150,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,Youth B Boys - Overall,Youth Only,Band 5 (<10 Entrants),"A, B, C, D, E, N/A"
151,151,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,Youth B Boys Stage 1 - Individual Time-Trial,Youth Only,Band 5 (<10 Entrants),"A, B, C, D, E, N/A"
152,152,306528,Team Tor 2000 Stage Races Powered By Royal Navy Cycling,01/09/24,Sun,Closed Circuit,1 Sep 24,09:00,Youth B Boys Stage 2 - Circuit Race,Youth Only,Band 5 (<10 Entrants),"A, B, C, D, E, N/A"
154,154,306877,Ronnie Macdonald 10 mile Time Trial,01/09/24,Sun,Time Trial,1 Sep 24,09:00,Female,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
155,155,306877,Ronnie Macdonald 10 mile Time Trial,01/09/24,Sun,Time Trial,1 Sep 24,09:00,Open,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
157,157,306925,The 'Back to School' Youth Races,01/09/24,Sun,Closed Circuit,1 Sep 24,09:20,Cat D and E (Under 10s and Under 8s),Youth Only,,"D, E, N/A"
158,158,306925,The 'Back to School' Youth Races,01/09/24,Sun,Closed Circuit,1 Sep 24,09:40,Cat C (Under 12s),Youth Only,,"C, N/A"
159,159,306925,The 'Back to School' Youth Races,01/09/24,Sun,Closed Circuit,1 Sep 24,11:00,Cat A and B (Under 16s and Under 14s),Youth Only,,"A, B, N/A"
161,161,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,01:00,U8 Girls,Under 12,,Under 12
162,162,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,09:20,U8 Boys,Under 12,,Under 12
163,163,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,01:00,U10 Girls,Under 12,,Under 12
164,164,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,01:00,U10 Boys,Under 12,,Under 12
165,165,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,01:00,U12 Girls,Under 12,,Under 12
166,166,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,09:40,U12 Boys,Under 12,,Under 12
167,167,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,01:00,U14 Girls,Category B,CX Band 5,Youth U14
168,168,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,01:00,U14 Boys,Category B,CX Band 5,Youth U14
169,169,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,01:00,U16 Girls,Category B,CX Band 5,Youth U16
170,170,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,10:40,U16 Boys,Category B,CX Band 5,"Youth, Youth U14, Youth U16"
171,171,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,12:30,Junior Women,Category B,CX Band 5,"Junior, Senior, Vet 40-49, Vet 50+, Vet 50-59, Vet 60+, Veteran, Women"
172,172,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,12:30,Senior Women,Category B,CX Band 5,"Junior, Senior, Under 23, Vet 40-49, Vet 50+, Vet 50-59, Vet 60+, Veteran, Women"
173,173,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,01:00,V40-49 Women,Category B,CX Band 5,Vet 40-49
174,174,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,01:00,V50-59 Women,Category B,CX Band 5,Vet 50-59
175,175,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,09:00,Vet 60 Women,Category B,CX Band 5,Vet 60+
176,176,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,10:20,Junior Men,Category B,CX Band 5,Junior
177,177,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,14:50,Senior and U23 Open,Category B,CX Band 5,"Senior, Under 23, Vet 40-49, Vet 50+, Vet 50-59, Vet 60+, Veteran"
178,178,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,11:30,Vet 40-49 Open,Category B,CX Band 5,"Junior, Vet 40-49, Veteran"
179,179,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,13:50,Vet 50-59 Open,Category B,CX Band 5,"Vet 50+, Vet 50-59, Vet 60+, Veteran"
180,180,307890,Challenge Tires London and South East CX League - Round 01,01/09/24,Sun,Cyclo-Cross,1 Sep 24,01:00,V60 Men,Category B,CX Band 5,Vet 60+
182,182,308030,Wessex Cyclocross League Round 1 - Clanfield Cross Part 1,01/09/24,Sun,Cyclo-Cross,1 Sep 24,09:10,Under 8 Girls and Boys,Under 12,,"N/A, Under 12"
183,183,308030,Wessex Cyclocross League Round 1 - Clanfield Cross Part 1,01/09/24,Sun,Cyclo-Cross,1 Sep 24,09:35,Under 10 Girls and Boys,Under 12,,"N/A, Under 12"
184,184,308030,Wessex Cyclocross League Round 1 - Clanfield Cross Part 1,01/09/24,Sun,Cyclo-Cross,1 Sep 24,10:00,Under 12 Girls and Boys,Under 12,,"N/A, Under 12"
185,185,308030,Wessex Cyclocross League Round 1 - Clanfield Cross Part 1,01/09/24,Sun,Cyclo-Cross,1 Sep 24,10:41,Under 14s Girls,Category A,CX Band 5,Youth U14
186,186,308030,Wessex Cyclocross League Round 1 - Clanfield Cross Part 1,01/09/24,Sun,Cyclo-Cross,1 Sep 24,10:41,Under 14s Open,Category A,CX Band 5,Youth U14
187,187,308030,Wessex Cyclocross League Round 1 - Clanfield Cross Part 1,01/09/24,Sun,Cyclo-Cross,1 Sep 24,10:40,Under 16s Girls,Category A,CX Band 5,Youth U16
188,188,308030,Wessex Cyclocross League Round 1 - Clanfield Cross Part 1,01/09/24,Sun,Cyclo-Cross,1 Sep 24,10:40,Under 16s Open,Category A,CX Band 5,Youth U16
